t,Ekin,Epot,Etot
0.0000000000,0.0886226925,0.0885734759,0.1771961685
0.0001666667,0.0886224541,0.0885737146,0.1771961687
0.0003333333,0.0886217424,0.0885744270,0.1771961694
0.0005000000,0.0886205685,0.0885756020,0.1771961705
0.0006666667,0.0886189505,0.0885772216,0.1771961721
0.0008333333,0.0886169133,0.0885792608,0.1771961741
0.0010000000,0.0886144878,0.0885816885,0.1771961764
0.0011666667,0.0886117110,0.0885844680,0.1771961790
0.0013333333,0.0886086244,0.0885875575,0.1771961818
0.0015000000,0.0886052738,0.0885909111,0.1771961849
0.0016666667,0.0886017082,0.0885944799,0.1771961881
0.0018333333,0.0885979791,0.0885982124,0.1771961914
0.0020000000,0.0885941391,0.0886020557,0.1771961948
0.0021666667,0.0885902414,0.0886059567,0.1771961981
0.0023333333,0.0885863387,0.0886098625,0.1771962013
0.0025000000,0.0885824823,0.0886137220,0.1771962043
0.0026666667,0.0885787211,0.0886174861,0.1771962072
0.0028333333,0.0885751011,0.0886211087,0.1771962098
0.0030000000,0.0885716644,0.0886245478,0.1771962122
0.0031666667,0.0885684489,0.0886277654,0.1771962143
0.0033333333,0.0885654876,0.0886307284,0.1771962160
0.0035000000,0.0885628082,0.0886334092,0.1771962174
0.0036666667,0.0885604332,0.0886357853,0.1771962185
0.0038333333,0.0885583790,0.0886378401,0.1771962192
0.0040000000,0.0885566569,0.0886395626,0.1771962195
0.0041666667,0.0885552723,0.0886409472,0.1771962195
0.0043333333,0.0885542252,0.0886419939,0.1771962192
0.0045000000,0.0885535107,0.0886427078,0.1771962186
0.0046666667,0.0885531191,0.0886430986,0.1771962177
0.0048333333,0.0885530363,0.0886431803,0.1771962166
0.0050000000,0.0885532445,0.0886429708,0.1771962152
0.0051666667,0.0885537226,0.0886424912,0.1771962138
0.0053333333,0.0885544468,0.0886417653,0.1771962121
0.0055000000,0.0885553913,0.0886408191,0.1771962104
0.0056666667,0.0885565287,0.0886396800,0.1771962086
0.0058333333,0.0885578305,0.0886383764,0.1771962068
0.0060000000,0.0885592680,0.0886369371,0.1771962050
0.0061666667,0.0885608126,0.0886353907,0.1771962033
0.0063333333,0.0885624361,0.0886337655,0.1771962016
0.0065000000,0.0885641117,0.0886320883,0.1771962000
0.0066666667,0.0885658136,0.0886303849,0.1771961985
0.0068333333,0.0885675180,0.0886286792,0.1771961971
0.0070000000,0.0885692030,0.0886269929,0.1771961959
0.0071666667,0.0885708488,0.0886253460,0.1771961948
0.0073333333,0.0885724382,0.0886237557,0.1771961939
0.0075000000,0.0885739561,0.0886222370,0.1771961931
0.0076666667,0.0885753899,0.0886208025,0.1771961925
0.0078333333,0.0885767298,0.0886194622,0.1771961920
0.0080000000,0.0885779678,0.0886182239,0.1771961916
0.0081666667,0.0885790985,0.0886170930,0.1771961914
0.0083333333,0.0885801186,0.0886160728,0.1771961913
0.0085000000,0.0885810267,0.0886151646,0.1771961914
0.0086666667,0.0885818233,0.0886143682,0.1771961915
0.0088333333,0.0885825104,0.0886136813,0.1771961917
0.0090000000,0.0885830913,0.0886131007,0.1771961920
0.0091666667,0.0885835707,0.0886126217,0.1771961924
0.0093333333,0.0885839541,0.0886122387,0.1771961927
0.0095000000,0.0885842478,0.0886119454,0.1771961932
0.0096666667,0.0885844587,0.0886117350,0.1771961936
0.0098333333,0.0885845940,0.0886116001,0.1771961941
0.0100000000,0.0885846614,0.0886115332,0.1771961946
0.0101666667,0.0885846683,0.0886115268,0.1771961950
0.0103333333,0.0885846222,0.0886115733,0.1771961955
0.0105000000,0.0885845305,0.0886116654,0.1771961959
0.0106666667,0.0885844003,0.0886117961,0.1771961964
0.0108333333,0.0885842382,0.0886119586,0.1771961968
0.0110000000,0.0885840504,0.0886121467,0.1771961971
0.0111666667,0.0885838428,0.0886123546,0.1771961975
0.0113333333,0.0885836207,0.0886125770,0.1771961978
0.0115000000,0.0885833889,0.0886128091,0.1771961980
0.0116666667,0.0885831515,0.0886130468,0.1771961982
0.0118333333,0.0885829123,0.0886132861,0.1771961984
0.0120000000,0.0885826745,0.0886135241,0.1771961986
0.0121666667,0.0885824409,0.0886137579,0.1771961988
0.0123333333,0.0885822137,0.0886139852,0.1771961989
0.0125000000,0.0885819947,0.0886142043,0.1771961990
0.0126666667,0.0885817853,0.0886144137,0.1771961990
0.0128333333,0.0885815867,0.0886146123,0.1771961991
0.0130000000,0.0885813997,0.0886147994,0.1771961991
0.0131666667,0.0885812245,0.0886149746,0.1771961991
0.0133333333,0.0885810616,0.0886151375,0.1771961991
0.0135000000,0.0885809109,0.0886152882,0.1771961991
0.0136666667,0.0885807723,0.0886154268,0.1771961991
0.0138333333,0.0885806454,0.0886155536,0.1771961991
0.0140000000,0.0885805299,0.0886156692,0.1771961990
0.0141666667,0.0885804251,0.0886157739,0.1771961990
0.0143333333,0.0885803306,0.0886158683,0.1771961990
0.0145000000,0.0885802458,0.0886159531,0.1771961989
0.0146666667,0.0885801699,0.0886160290,0.1771961989
0.0148333333,0.0885801022,0.0886160966,0.1771961988
0.0150000000,0.0885800423,0.0886161565,0.1771961988
0.0151666667,0.0885799893,0.0886162095,0.1771961988
0.0153333333,0.0885799426,0.0886162561,0.1771961987
0.0155000000,0.0885799017,0.0886162969,0.1771961987
0.0156666667,0.0885798660,0.0886163326,0.1771961986
0.0158333333,0.0885798349,0.0886163637,0.1771961986
0.0160000000,0.0885798080,0.0886163906,0.1771961986
0.0161666667,0.0885797846,0.0886164139,0.1771961986
0.0163333333,0.0885797646,0.0886164340,0.1771961985
0.0165000000,0.0885797473,0.0886164512,0.1771961985
0.0166666667,0.0885797326,0.0886164659,0.1771961985
0.0168333333,0.0885797200,0.0886164784,0.1771961985
0.0170000000,0.0885797094,0.0886164891,0.1771961985
0.0171666667,0.0885797003,0.0886164981,0.1771961984
0.0173333333,0.0885796927,0.0886165058,0.1771961984
0.0175000000,0.0885796862,0.0886165122,0.1771961984
0.0176666667,0.0885796809,0.0886165176,0.1771961984
0.0178333333,0.0885796763,0.0886165221,0.1771961984
0.0180000000,0.0885796726,0.0886165258,0.1771961984
0.0181666667,0.0885796695,0.0886165289,0.1771961984
0.0183333333,0.0885796669,0.0886165315,0.1771961984
0.0185000000,0.0885796647,0.0886165337,0.1771961984
0.0186666667,0.0885796630,0.0886165354,0.1771961984
0.0188333333,0.0885796615,0.0886165369,0.1771961984
0.0190000000,0.0885796603,0.0886165381,0.1771961984
0.0191666667,0.0885796593,0.0886165390,0.1771961984
0.0193333333,0.0885796586,0.0886165398,0.1771961984
0.0195000000,0.0885796579,0.0886165404,0.1771961984
0.0196666667,0.0885796574,0.0886165410,0.1771961984
0.0198333333,0.0885796570,0.0886165414,0.1771961984
0.0200000000,0.0885796566,0.0886165417,0.1771961984
0.0201666667,0.0885796564,0.0886165420,0.1771961984
0.0203333333,0.0885796562,0.0886165422,0.1771961984
0.0205000000,0.0885796560,0.0886165424,0.1771961984
0.0206666667,0.0885796558,0.0886165425,0.1771961984
0.0208333333,0.0885796557,0.0886165426,0.1771961984
0.0210000000,0.0885796556,0.0886165427,0.1771961984
0.0211666667,0.0885796556,0.0886165428,0.1771961984
0.0213333333,0.0885796555,0.0886165428,0.1771961984
0.0215000000,0.0885796555,0.0886165429,0.1771961984
0.0216666667,0.0885796554,0.0886165429,0.1771961984
0.0218333333,0.0885796554,0.0886165429,0.1771961984
0.0220000000,0.0885796554,0.0886165430,0.1771961984
0.0221666667,0.0885796554,0.0886165430,0.1771961984
0.0223333333,0.0885796554,0.0886165430,0.1771961984
0.0225000000,0.0885796554,0.0886165430,0.1771961984
0.0226666667,0.0885796554,0.0886165430,0.1771961984
0.0228333333,0.0885796554,0.0886165430,0.1771961984
0.0230000000,0.0885796554,0.0886165430,0.1771961984
0.0231666667,0.0885796553,0.0886165430,0.1771961984
0.0233333333,0.0885796553,0.0886165430,0.1771961984
0.0235000000,0.0885796553,0.0886165430,0.1771961984
0.0236666667,0.0885796553,0.0886165430,0.1771961984
0.0238333333,0.0885796553,0.0886165430,0.1771961984
0.0240000000,0.0885796554,0.0886165430,0.1771961984
0.0241666667,0.0885796554,0.0886165430,0.1771961984
0.0243333333,0.0885796554,0.0886165430,0.1771961984
0.0245000000,0.0885796554,0.0886165430,0.1771961984
0.0246666667,0.0885796554,0.0886165430,0.1771961984
0.0248333333,0.0885796554,0.0886165430,0.1771961984
0.0250000000,0.0885796554,0.0886165429,0.1771961984
0.0251666667,0.0885796555,0.0886165429,0.1771961984
0.0253333333,0.0885796555,0.0886165428,0.1771961984
0.0255000000,0.0885796556,0.0886165428,0.1771961984
0.0256666667,0.0885796557,0.0886165427,0.1771961984
0.0258333333,0.0885796558,0.0886165426,0.1771961984
0.0260000000,0.0885796559,0.0886165424,0.1771961984
0.0261666667,0.0885796562,0.0886165422,0.1771961984
0.0263333333,0.0885796564,0.0886165419,0.1771961984
0.0265000000,0.0885796568,0.0886165415,0.1771961984
0.0266666667,0.0885796573,0.0886165410,0.1771961984
0.0268333333,0.0885796580,0.0886165404,0.1771961984
0.0270000000,0.0885796589,0.0886165395,0.1771961984
0.0271666667,0.0885796601,0.0886165383,0.1771961984
0.0273333333,0.0885796616,0.0886165368,0.1771961984
0.0275000000,0.0885796637,0.0886165347,0.1771961984
0.0276666667,0.0885796663,0.0886165321,0.1771961984
0.0278333333,0.0885796699,0.0886165286,0.1771961984
0.0280000000,0.0885796744,0.0886165240,0.1771961984
0.0281666667,0.0885796804,0.0886165181,0.1771961985
0.0283333333,0.0885796882,0.0886165103,0.1771961985
0.0285000000,0.0885796982,0.0886165003,0.1771961985
0.0286666667,0.0885797113,0.0886164873,0.1771961986
0.0288333333,0.0885797281,0.0886164706,0.1771961987
0.0290000000,0.0885797497,0.0886164490,0.1771961987
0.0291666667,0.0885797775,0.0886164213,0.1771961988
0.0293333333,0.0885798131,0.0886163859,0.1771961990
0.0295000000,0.0885798586,0.0886163406,0.1771961991
0.0296666667,0.0885799165,0.0886162828,0.1771961993
0.0298333333,0.0885799903,0.0886162093,0.1771961996
0.0300000000,0.0885800838,0.0886161161,0.1771961999
0.0301666667,0.0885802021,0.0886159981,0.1771962003
0.0303333333,0.0885803515,0.0886158492,0.1771962008
0.0305000000,0.0885805396,0.0886156617,0.1771962014
0.0306666667,0.0885807759,0.0886154261,0.1771962021
0.0308333333,0.0885810720,0.0886151310,0.1771962030
0.0310000000,0.0885814420,0.0886147620,0.1771962040
0.0311666667,0.0885819034,0.0886143020,0.1771962053
0.0313333333,0.0885824771,0.0886137298,0.1771962069
0.0315000000,0.0885831889,0.0886130200,0.1771962089
0.0316666667,0.0885840696,0.0886121416,0.1771962112
0.0318333333,0.0885851567,0.0886110573,0.1771962140
0.0320000000,0.0885864951,0.0886097222,0.1771962174
0.0321666667,0.0885881388,0.0886080826,0.1771962214
0.0323333333,0.0885901523,0.0886060739,0.1771962262
0.0325000000,0.0885926124,0.0886036195,0.1771962319
0.0326666667,0.0885956106,0.0886006280,0.1771962386
0.0328333333,0.0885992552,0.0885969914,0.1771962466
0.0330000000,0.0886036742,0.0885925818,0.1771962560
0.0331666667,0.0886090182,0.0885872488,0.1771962670
0.0333333333,0.0886154642,0.0885808157,0.1771962799
0.0335000000,0.0886232193,0.0885730757,0.1771962950
0.0336666667,0.0886325247,0.0885637878,0.1771963125
0.0338333333,0.0886436612,0.0885526716,0.1771963327
0.0340000000,0.0886569539,0.0885394022,0.1771963561
0.0341666667,0.0886727784,0.0885236047,0.1771963831
0.0343333333,0.0886915666,0.0885048474,0.1771964140
0.0345000000,0.0887138139,0.0884826354,0.1771964493
0.0346666667,0.0887400864,0.0884564031,0.1771964895
0.0348333333,0.0887710283,0.0884255068,0.1771965351
0.0350000000,0.0888073704,0.0883892163,0.1771965867
0.0351666667,0.0888499383,0.0883467064,0.1771966447
0.0353333333,0.0888996611,0.0882970486,0.1771967097
0.0355000000,0.0889575804,0.0882392019,0.1771967823
0.0356666667,0.0890248587,0.0881720043,0.1771968630
0.0358333333,0.0891027883,0.0880941640,0.1771969523
0.0360000000,0.0891927995,0.0880042512,0.1771970507
0.0361666667,0.0892964680,0.0879006907,0.1771971587
0.0363333333,0.0894155215,0.0877817550,0.1771972765
0.0365000000,0.0895518453,0.0876455591,0.1771974044
0.0366666667,0.0897074858,0.0874900567,0.1771975425
0.0368333333,0.0898846527,0.0873130381,0.1771976908
0.0370000000,0.0900857183,0.0871121308,0.1771978490
0.0371666667,0.0903132138,0.0868848030,0.1771980169
0.0373333333,0.0905698233,0.0866283703,0.1771981936
0.0375000000,0.0908583727,0.0863400056,0.1771983783
0.0376666667,0.0911818152,0.0860167546,0.1771985698
0.0378333333,0.0915432116,0.0856555549,0.1771987665
0.0380000000,0.0919457055,0.0852532610,0.1771989666
0.0381666667,0.0923924929,0.0848066747,0.1771991676
0.0383333333,0.0928867851,0.0843125819,0.1771993670
0.0385000000,0.0934317656,0.0837677960,0.1771995615
0.0386666667,0.0940305403,0.0831692074,0.1771997477
0.0388333333,0.0946860803,0.0825138412,0.1771999216
0.0390000000,0.0954011579,0.0817989206,0.1772000786
0.0391666667,0.0961782759,0.0810219380,0.1772002140
0.0393333333,0.0970195897,0.0801807328,0.1772003224
0.0395000000,0.0979268236,0.0792735748,0.1772003984
0.0396666667,0.0989011814,0.0782992546,0.1772004360
0.0398333333,0.0999432521,0.0772571769,0.1772004290
0.0400000000,0.1010529116,0.0761474596,0.1772003712
0.0401666667,0.1022292226,0.0749710337,0.1772002563
0.0403333333,0.1034703329,0.0737297449,0.1772000778
0.0405000000,0.1047733753,0.0724264545,0.1771998298
0.0406666667,0.1061343698,0.0710651365,0.1771995064
0.0408333333,0.1075481312,0.0696509710,0.1771991023
0.0410000000,0.1090081842,0.0681904286,0.1771986127
0.0411666667,0.1105066885,0.0666913454,0.1771980339
0.0413333333,0.1120343771,0.0651629858,0.1771973629
0.0415000000,0.1135805095,0.0636160883,0.1771965978
0.0416666667,0.1151328440,0.0620628943,0.1771957383
0.0418333333,0.1166776305,0.0605171549,0.1771947854
0.0420000000,0.1181996275,0.0589941142,0.1771937417
0.0421666667,0.1196821453,0.0575104665,0.1771926117
0.0423333333,0.1211071169,0.0560842849,0.1771914018
0.0425000000,0.1224552005,0.0547349198,0.1771901203
0.0426666667,0.1237059118,0.0534828656,0.1771887774
0.0428333333,0.1248377908,0.0523495950,0.1771873858
0.0430000000,0.1258285998,0.0513573600,0.1771859597
0.0431666667,0.1266555549,0.0505289608,0.1771845157
0.0433333333,0.1272955888,0.0498874833,0.1771830721
0.0435000000,0.1277256429,0.0494560058,0.1771816488
0.0436666667,0.1279229872,0.0492572801,0.1771802673
0.0438333333,0.1278655631,0.0493133872,0.1771789503
0.0440000000,0.1275323464,0.0496453751,0.1771777215
0.0441666667,0.1269037247,0.0502728804,0.1771766051
0.0443333333,0.1259618836,0.0512137417,0.1771756253
0.0445000000,0.1246911955,0.0524836108,0.1771748064
0.0446666667,0.1230786041,0.0540955675,0.1771741716
0.0448333333,0.1211139968,0.0560597463,0.1771737431
0.0450000000,0.1187905587,0.0583829826,0.1771735413
0.0451666667,0.1161050977,0.0610684868,0.1771735845
0.0453333333,0.1130583361,0.0641155521,0.1771738882
0.0455000000,0.1096551580,0.0675193069,0.1771744648
0.0456666667,0.1059048072,0.0712705160,0.1771753232
