t,e1,e2,e3,b1,b2,b3,d1,d2,d3
0.0188333333,0.0000106794,0.0000000000,0.0000090934,0.0000426908,0.0000000000,-0.0000368873,0.0063967873,0.0000000000,-0.0049286085
0.0190000000,0.0000110116,0.0000000000,0.0000093486,0.0000437649,0.0000000000,-0.0000377127,0.0064927672,0.0000000000,-0.0049764832
0.0191666667,0.0000113501,0.0000000000,0.0000096074,0.0000448550,0.0000000000,-0.0000385461,0.0065889975,0.0000000000,-0.0050235584
0.0193333333,0.0000116951,0.0000000000,0.0000098696,0.0000459612,0.0000000000,-0.0000393873,0.0066854642,0.0000000000,-0.0050698112
0.0195000000,0.0000120464,0.0000000000,0.0000101353,0.0000470835,0.0000000000,-0.0000402360,0.0067821532,0.0000000000,-0.0051152188
0.0196666667,0.0000124041,0.0000000000,0.0000104043,0.0000482220,0.0000000000,-0.0000410923,0.0068790503,0.0000000000,-0.0051597585
0.0198333333,0.0000127682,0.0000000000,0.0000106766,0.0000493766,0.0000000000,-0.0000419560,0.0069761416,0.0000000000,-0.0052034079
0.0200000000,0.0000131387,0.0000000000,0.0000109522,0.0000505473,0.0000000000,-0.0000428268,0.0070734127,0.0000000000,-0.0052461446
0.0201666667,0.0000135156,0.0000000000,0.0000112309,0.0000517344,0.0000000000,-0.0000437047,0.0071708495,0.0000000000,-0.0052879466
0.0203333333,0.0000138990,0.0000000000,0.0000115127,0.0000529376,0.0000000000,-0.0000445894,0.0072684377,0.0000000000,-0.0053287919
0.0205000000,0.0000142888,0.0000000000,0.0000117976,0.0000541572,0.0000000000,-0.0000454809,0.0073661629,0.0000000000,-0.0053686587
0.0206666667,0.0000146849,0.0000000000,0.0000120854,0.0000553930,0.0000000000,-0.0000463790,0.0074640108,0.0000000000,-0.0054075257
0.0208333333,0.0000150875,0.0000000000,0.0000123762,0.0000566452,0.0000000000,-0.0000472834,0.0075619670,0.0000000000,-0.0054453714
0.0210000000,0.0000154965,0.0000000000,0.0000126697,0.0000579137,0.0000000000,-0.0000481941,0.0076600170,0.0000000000,-0.0054821749
0.0211666667,0.0000159119,0.0000000000,0.0000129660,0.0000591985,0.0000000000,-0.0000491108,0.0077581465,0.0000000000,-0.0055179151
0.0213333333,0.0000163336,0.0000000000,0.0000132650,0.0000604997,0.0000000000,-0.0000500334,0.0078563408,0.0000000000,-0.0055525715
0.0215000000,0.0000167617,0.0000000000,0.0000135666,0.0000618173,0.0000000000,-0.0000509617,0.0079545854,0.0000000000,-0.0055861237
0.0216666667,0.0000171961,0.0000000000,0.0000138706,0.0000631512,0.0000000000,-0.0000518955,0.0080528658,0.0000000000,-0.0056185516
0.0218333333,0.0000176369,0.0000000000,0.0000141771,0.0000645016,0.0000000000,-0.0000528345,0.0081511673,0.0000000000,-0.0056498351
0.0220000000,0.0000180839,0.0000000000,0.0000144859,0.0000658683,0.0000000000,-0.0000537787,0.0082494754,0.0000000000,-0.0056799548
0.0221666667,0.0000185372,0.0000000000,0.0000147969,0.0000672514,0.0000000000,-0.0000547279,0.0083477754,0.0000000000,-0.0057088911
0.0223333333,0.0000189968,0.0000000000,0.0000151100,0.0000686509,0.0000000000,-0.0000556817,0.0084460526,0.0000000000,-0.0057366250
0.0225000000,0.0000194625,0.0000000000,0.0000154252,0.0000700668,0.0000000000,-0.0000566401,0.0085442923,0.0000000000,-0.0057631377
