0,0
0.00333333,4.51361e-06
0.00666667,9.03975e-06
0.01,1.35522e-05
0.0133333,1.80534e-05
0.0166667,2.25541e-05
0.02,2.70473e-05
0.0233333,3.15288e-05
0.0266667,3.59818e-05
0.03,4.04254e-05
0.0333333,4.48756e-05
0.0366667,4.92844e-05
0.04,5.3657e-05
0.0433333,5.80151e-05
0.0466667,6.23632e-05
0.05,6.67064e-05
0.0533333,7.09932e-05
0.0566667,7.52206e-05
0.06,7.93929e-05
0.0633333,8.35377e-05
0.0666667,8.77014e-05
0.07,9.18956e-05
0.0733333,9.61572e-05
0.0766667,0.000100475
0.08,0.000104871
0.0833333,0.000109328
0.0866667,0.00011386
0.09,0.000118452
0.0933333,0.000123114
0.0966667,0.000127834
0.1,0.000132617
0.103333,0.000127834
0.106667,0.000123114
0.11,0.000118452
0.113333,0.00011386
0.116667,0.000109328
0.12,0.000104871
0.123333,0.000100477
0.126667,9.61643e-05
0.13,9.19157e-05
0.133333,8.77533e-05
0.136667,8.36594e-05
0.14,7.96524e-05
0.143333,7.5723e-05
0.146667,7.18761e-05
0.15,6.81194e-05
0.153333,6.44399e-05
0.156667,6.08593e-05
0.16,5.73595e-05
0.163333,5.39544e-05
0.166667,5.06456e-05
0.17,4.74213e-05
0.173333,4.43037e-05
0.176667,4.12767e-05
0.18,3.83451e-05
0.183333,3.55236e-05
0.186667,3.27921e-05
0.19,3.01647e-05
0.193333,2.76495e-05
0.196667,2.52262e-05
0.2,2.2911e-05
0.203333,2.07126e-05
0.206667,1.86097e-05
0.21,1.66125e-05
0.213333,1.47388e-05
0.216667,1.29695e-05
0.22,1.12978e-05
0.223333,9.74787e-06
0.226667,8.32189e-06
0.23,6.99597e-06
0.233333,5.77002e-06
0.236667,4.66993e-06
0.24,3.70248e-06
0.243333,2.84415e-06
0.246667,2.07669e-06
0.25,1.413e-06
0.253333,8.82864e-07
0.256667,5.02377e-07
0.26,2.59507e-07
0.263333,1.21685e-07
0.266667,5.18845e-08
0.27,2.01682e-08
0.273333,7.16752e-09
0.276667,2.33556e-09
0.28,6.99713e-10
0.283333,1.93222e-10
0.286667,4.9294e-11
0.29,1.1642e-11
0.293333,2.55005e-12
0.296667,5.18868e-13
0.3,9.82114e-14
0.303333,1.73137e-14
0.306667,2.84573e-15
0.31,4.36465e-16
0.313333,6.25127e-17
0.316667,8.36559e-18
0.32,1.04645e-18
0.323333,1.22393e-19
0.326667,1.33869e-20
0.33,1.36928e-21
0.333333,1.30961e-22
0.336667,1.17091e-23
0.34,9.78283e-25
0.343333,7.63364e-26
0.346667,5.55936e-27
0.35,3.7755e-28
0.353333,2.38856e-29
0.356667,1.40599e-30
0.36,7.68939e-32
0.363333,3.90075e-33
0.366667,1.83197e-34
0.37,7.94772e-36
0.373333,3.17694e-37
0.376667,1.16664e-38
0.38,3.92227e-40
0.383333,1.2025e-41
0.386667,3.3462e-43
0.39,8.40526e-45
0.393333,1.89339e-46
0.396667,3.79478e-48
0.4,6.70189e-50
0.403333,1.03048e-51
0.406667,1.35841e-53
0.41,1.50441e-55
0.413333,1.36132e-57
0.416667,9.66556e-60
0.42,5.04978e-62
0.423333,1.72614e-64
0.426667,2.89622e-67
0.43,0
0.433333,0
0.436667,0
0.44,0
0.443333,0
0.446667,0
0.45,0
0.453333,0
0.456667,0
0.46,0
0.463333,0
0.466667,0
0.47,0
0.473333,0
0.476667,0
0.48,0
0.483333,0
0.486667,0
0.49,0
0.493333,0
0.496667,0
0.5,0
0.503333,0
0.506667,0
0.51,0
0.513333,0
0.516667,0
0.52,0
0.523333,0
0.526667,0
0.53,0
0.533333,0
0.536667,0
0.54,0
0.543333,0
0.546667,0
0.55,0
0.553333,0
0.556667,0
0.56,0
0.563333,0
0.566667,0
0.57,0
0.573333,0
0.576667,0
0.58,0
0.583333,0
0.586667,0
0.59,0
0.593333,0
0.596667,0
0.6,0
0.603333,0
0.606667,0
0.61,0
0.613333,0
0.616667,0
0.62,0
0.623333,0
0.626667,0
0.63,0
0.633333,0
0.636667,0
0.64,0
0.643333,0
0.646667,0
0.65,0
0.653333,0
0.656667,0
0.66,0
0.663333,0
0.666667,0
0.67,0
0.673333,0
0.676667,0
0.68,0
0.683333,0
0.686667,0
0.69,0
0.693333,0
0.696667,0
0.7,0
0.703333,0
0.706667,0
0.71,0
0.713333,0
0.716667,0
0.72,0
0.723333,0
0.726667,0
0.73,0
0.733333,0
0.736667,0
0.74,0
0.743333,0
0.746667,0
0.75,0
0.753333,0
0.756667,0
0.76,0
0.763333,0
0.766667,0
0.77,0
0.773333,0
0.776667,0
0.78,0
0.783333,0
0.786667,0
0.79,0
0.793333,0
0.796667,0
0.8,0
0.803333,0
0.806667,0
0.81,0
0.813333,0
0.816667,0
0.82,0
0.823333,0
0.826667,0
0.83,0
0.833333,0
0.836667,0
0.84,0
0.843333,0
0.846667,0
0.85,0
0.853333,0
0.856667,0
0.86,0
0.863333,0
0.866667,0
0.87,0
0.873333,0
0.876667,0
0.88,0
0.883333,0
0.886667,0
0.89,0
0.893333,0
0.896667,0
0.9,0
0.903333,0
0.906667,0
0.91,0
0.913333,0
0.916667,0
0.92,0
0.923333,0
0.926667,0
0.93,0
0.933333,0
0.936667,0
0.94,0
0.943333,0
0.946667,0
0.95,0
0.953333,0
0.956667,0
0.96,0
0.963333,0
0.966667,0
0.97,0
0.973333,0
0.976667,0
0.98,0
0.983333,0
0.986667,0
0.99,0
0.993333,0
0.996667,0
1,0
