t,Ekin,Epot,Etot
0.0550000000,0.0885936537,0.0886025358,0.1771961896
0.0551666667,0.0885934240,0.0886027664,0.1771961904
0.0553333333,0.0885930674,0.0886031240,0.1771961914
0.0555000000,0.0885925988,0.0886035935,0.1771961924
0.0556666667,0.0885920345,0.0886041589,0.1771961934
0.0558333333,0.0885913916,0.0886048030,0.1771961946
0.0560000000,0.0885906877,0.0886055080,0.1771961957
0.0561666667,0.0885899412,0.0886062557,0.1771961969
0.0563333333,0.0885891708,0.0886070273,0.1771961981
0.0565000000,0.0885883955,0.0886078038,0.1771961993
0.0566666667,0.0885876345,0.0886085660,0.1771962005
0.0568333333,0.0885869073,0.0886092944,0.1771962017
0.0570000000,0.0885862339,0.0886099691,0.1771962030
0.0571666667,0.0885856345,0.0886105698,0.1771962043
0.0573333333,0.0885851304,0.0886110753,0.1771962057
0.0575000000,0.0885847438,0.0886114634,0.1771962072
0.0576666667,0.0885844985,0.0886117103,0.1771962088
0.0578333333,0.0885844201,0.0886117904,0.1771962105
0.0580000000,0.0885845370,0.0886116755,0.1771962125
0.0581666667,0.0885848806,0.0886113341,0.1771962147
0.0583333333,0.0885854866,0.0886107306,0.1771962173
0.0585000000,0.0885863956,0.0886098246,0.1771962202
0.0586666667,0.0885876541,0.0886085694,0.1771962235
0.0588333333,0.0885893158,0.0886069116,0.1771962274
0.0590000000,0.0885914427,0.0886047891,0.1771962319
0.0591666667,0.0885941068,0.0886021302,0.1771962370
0.0593333333,0.0885973912,0.0885988518,0.1771962430
0.0595000000,0.0886013921,0.0885948579,0.1771962499
0.0596666667,0.0886062202,0.0885900377,0.1771962579
0.0598333333,0.0886120031,0.0885842639,0.1771962670
0.0600000000,0.0886188870,0.0885773904,0.1771962774
0.0601666667,0.0886270390,0.0885692503,0.1771962893
0.0603333333,0.0886366492,0.0885596535,0.1771963028
0.0605000000,0.0886479333,0.0885483847,0.1771963180
0.0606666667,0.0886611345,0.0885352005,0.1771963350
0.0608333333,0.0886765267,0.0885198274,0.1771963542
0.0610000000,0.0886944164,0.0885019591,0.1771963755
0.0611666667,0.0887151449,0.0884812543,0.1771963992
0.0613333333,0.0887390913,0.0884573340,0.1771964253
0.0615000000,0.0887666739,0.0884297802,0.1771964540
0.0616666667,0.0887983524,0.0883981330,0.1771964854
0.0618333333,0.0888346296,0.0883618900,0.1771965196
0.0620000000,0.0888760521,0.0883205045,0.1771965566
0.0621666667,0.0889232113,0.0882733850,0.1771965963
0.0623333333,0.0889767434,0.0882198955,0.1771966388
0.0625000000,0.0890373282,0.0881593558,0.1771966840
0.0626666667,0.0891056882,0.0880910435,0.1771967317
0.0628333333,0.0891825852,0.0880141964,0.1771967816
0.0630000000,0.0892688171,0.0879280163,0.1771968334
0.0631666667,0.0893652126,0.0878316742,0.1771968868
0.0633333333,0.0894726246,0.0877243166,0.1771969412
0.0635000000,0.0895919225,0.0876050735,0.1771969960
0.0636666667,0.0897239823,0.0874730682,0.1771970506
0.0638333333,0.0898696752,0.0873274288,0.1771971040
0.0640000000,0.0900298543,0.0871673011,0.1771971554
0.0641666667,0.0902053395,0.0869918641,0.1771972036
0.0643333333,0.0903969003,0.0868003472,0.1771972476
0.0645000000,0.0906052369,0.0865920490,0.1771972859
0.0646666667,0.0908309592,0.0863663580,0.1771973171
0.0648333333,0.0910745642,0.0861227756,0.1771973398
0.0650000000,0.0913364119,0.0858609404,0.1771973524
0.0651666667,0.0916166998,0.0855806533,0.1771973531
