t,Ekin,Epot,Etot
0.0000000000,0.0000000000,0.0885734759,0.0885734759
0.0001666667,0.0001472270,0.0884261468,0.0885733739
0.0003333333,0.0005872781,0.0879857912,0.0885730692
0.0005000000,0.0013152882,0.0872572785,0.0885725667
0.0006666667,0.0023232329,0.0862486412,0.0885718741
0.0008333333,0.0036000517,0.0849709503,0.0885710020
0.0010000000,0.0051318176,0.0834381462,0.0885699638
0.0011666667,0.0069019500,0.0816668251,0.0885687750
0.0013333333,0.0088914651,0.0796759886,0.0885674537
0.0015000000,0.0110792607,0.0774867586,0.0885660193
0.0016666667,0.0134424290,0.0751220639,0.0885644929
0.0018333333,0.0159565912,0.0726063052,0.0885628964
0.0020000000,0.0185962489,0.0699650036,0.0885612525
0.0021666667,0.0213351440,0.0672244398,0.0885595838
0.0023333333,0.0241466223,0.0644112905,0.0885579129
0.0025000000,0.0270039936,0.0615522681,0.0885562617
0.0026666667,0.0298808814,0.0586737699,0.0885546513
0.0028333333,0.0327515581,0.0558015431,0.0885531012
0.0030000000,0.0355912589,0.0529603707,0.0885516296
0.0031666667,0.0383764701,0.0501737825,0.0885502526
0.0033333333,0.0410851882,0.0474637962,0.0885489844
0.0035000000,0.0436971452,0.0448506917,0.0885478368
0.0036666667,0.0461939992,0.0423528203,0.0885468195
0.0038333333,0.0485594870,0.0399864525,0.0885459395
0.0040000000,0.0507795385,0.0377656631,0.0885452016
0.0041666667,0.0528423524,0.0357022558,0.0885446082
0.0043333333,0.0547384343,0.0338057250,0.0885441593
0.0045000000,0.0564605973,0.0320832554,0.0885438528
0.0046666667,0.0580039288,0.0305397557,0.0885436845
0.0048333333,0.0593657238,0.0291779246,0.0885436484
0.0050000000,0.0605453897,0.0279983472,0.0885437369
0.0051666667,0.0615443252,0.0269996158,0.0885439411
0.0053333333,0.0623657758,0.0261784748,0.0885442506
0.0055000000,0.0630146721,0.0255299824,0.0885446545
0.0056666667,0.0634974528,0.0250476882,0.0885451410
0.0058333333,0.0638218776,0.0247238204,0.0885456980
0.0060000000,0.0639968334,0.0245494797,0.0885463131
0.0061666667,0.0640321380,0.0245148361,0.0885469741
0.0063333333,0.0639383439,0.0246093251,0.0885476691
0.0065000000,0.0637265468,0.0248218395,0.0885483863
0.0066666667,0.0634082008,0.0251409141,0.0885491149
0.0068333333,0.0629949432,0.0255549015,0.0885498447
0.0070000000,0.0624984311,0.0260521350,0.0885505662
0.0071666667,0.0619301916,0.0266210794,0.0885512710
0.0073333333,0.0613014864,0.0272504652,0.0885519516
0.0075000000,0.0606231935,0.0279294083,0.0885526017
0.0076666667,0.0599057038,0.0286475121,0.0885532159
0.0078333333,0.0591588359,0.0293949540,0.0885537899
0.0080000000,0.0583917663,0.0301625540,0.0885543203
0.0081666667,0.0576129767,0.0309418281,0.0885548048
0.0083333333,0.0568302158,0.0317250261,0.0885552419
0.0085000000,0.0560504770,0.0325051541,0.0885556311
0.0086666667,0.0552799881,0.0332759845,0.0885559726
0.0088333333,0.0545242142,0.0340320530,0.0885562672
0.0090000000,0.0537878712,0.0347686451,0.0885565163
0.0091666667,0.0530749492,0.0354817728,0.0885567219
0.0093333333,0.0523887428,0.0361681436,0.0885568864
0.0095000000,0.0517318898,0.0368251228,0.0885570125
0.0096666667,0.0511064134,0.0374506897,0.0885571031
0.0098333333,0.0505137699,0.0380433915,0.0885571614
0.0100000000,0.0499548979,0.0386022926,0.0885571905
0.0101666667,0.0494302696,0.0391269241,0.0885571937
0.0103333333,0.0489399426,0.0396172316,0.0885571742
0.0105000000,0.0484836112,0.0400735239,0.0885571352
0.0106666667,0.0480606566,0.0404964229,0.0885570796
