t,e1,e2,e3,b1,b2,b3,d1,d2,d3
0.0128333333,0.0000002524,0.0000008884,0.0000016075,0.0000043766,0.0000081208,0.0000107238,0.0009953176,0.0018147779,0.0023256937
0.0130000000,0.0000002649,0.0000009319,0.0000016841,0.0000045445,0.0000084268,0.0000111155,0.0010194890,0.0018567067,0.0023747319
0.0131666667,0.0000002779,0.0000009768,0.0000017631,0.0000047165,0.0000087397,0.0000115153,0.0010438787,0.0018989000,0.0024238286
0.0133333333,0.0000002913,0.0000010232,0.0000018445,0.0000048925,0.0000090597,0.0000119234,0.0010684831,0.0019413480,0.0024729643
0.0135000000,0.0000003052,0.0000010711,0.0000019283,0.0000050726,0.0000093869,0.0000123397,0.0010932988,0.0019840407,0.0025221199
0.0136666667,0.0000003195,0.0000011204,0.0000020145,0.0000052569,0.0000097211,0.0000127641,0.0011183223,0.0020269682,0.0025712756
0.0138333333,0.0000003342,0.0000011713,0.0000021032,0.0000054454,0.0000100625,0.0000131967,0.0011435500,0.0020701203,0.0026204121
0.0140000000,0.0000003495,0.0000012237,0.0000021944,0.0000056381,0.0000104111,0.0000136376,0.0011689785,0.0021134867,0.0026695096
0.0141666667,0.0000003652,0.0000012776,0.0000022881,0.0000058351,0.0000107670,0.0000140866,0.0011946042,0.0021570574,0.0027185486
0.0143333333,0.0000003813,0.0000013332,0.0000023843,0.0000060363,0.0000111302,0.0000145438,0.0012204233,0.0022008219,0.0027675092
0.0145000000,0.0000003980,0.0000013903,0.0000024831,0.0000062419,0.0000115006,0.0000150091,0.0012464324,0.0022447699,0.0028163717
0.0146666667,0.0000004152,0.0000014490,0.0000025844,0.0000064518,0.0000118784,0.0000154825,0.0012726276,0.0022888909,0.0028651163
0.0148333333,0.0000004328,0.0000015093,0.0000026882,0.0000066661,0.0000122636,0.0000159641,0.0012990053,0.0023331744,0.0029137231
0.0150000000,0.0000004510,0.0000015713,0.0000027946,0.0000068848,0.0000126561,0.0000164538,0.0013255618,0.0023776098,0.0029621723
0.0151666667,0.0000004696,0.0000016350,0.0000029036,0.0000071079,0.0000130561,0.0000169515,0.0013522933,0.0024221865,0.0030104439
0.0153333333,0.0000004888,0.0000017003,0.0000030152,0.0000073356,0.0000134635,0.0000174573,0.0013791960,0.0024668937,0.0030585182
0.0155000000,0.0000005085,0.0000017673,0.0000031293,0.0000075677,0.0000138784,0.0000179710,0.0014062661,0.0025117208,0.0031063750
0.0156666667,0.0000005288,0.0000018359,0.0000032461,0.0000078043,0.0000143008,0.0000184927,0.0014334998,0.0025566568,0.0031539946
0.0158333333,0.0000005495,0.0000019063,0.0000033655,0.0000080455,0.0000147306,0.0000190223,0.0014608931,0.0026016910,0.0032013569
0.0160000000,0.0000005708,0.0000019784,0.0000034874,0.0000082913,0.0000151680,0.0000195598,0.0014884422,0.0026468123,0.0032484420
0.0161666667,0.0000005927,0.0000020523,0.0000036120,0.0000085416,0.0000156129,0.0000201052,0.0015161431,0.0026920098,0.0032952301
0.0163333333,0.0000006151,0.0000021279,0.0000037391,0.0000087967,0.0000160653,0.0000206583,0.0015439920,0.0027372726,0.0033417013
