t,Ekin,Epot,Etot
0.0740000000,0.0553461458,0.0553691891,0.1107153349
0.0741666667,0.0553461457,0.0553691891,0.1107153349
0.0743333333,0.0553461457,0.0553691892,0.1107153349
0.0745000000,0.0553461457,0.0553691892,0.1107153349
0.0746666667,0.0553461457,0.0553691892,0.1107153349
0.0748333333,0.0553461457,0.0553691892,0.1107153349
0.0750000000,0.0553461457,0.0553691892,0.1107153349
0.0751666667,0.0553461457,0.0553691891,0.1107153349
0.0753333333,0.0553461458,0.0553691891,0.1107153349
0.0755000000,0.0553461458,0.0553691891,0.1107153349
0.0756666667,0.0553461459,0.0553691890,0.1107153349
0.0758333333,0.0553461459,0.0553691889,0.1107153349
0.0760000000,0.0553461460,0.0553691888,0.1107153349
0.0761666667,0.0553461462,0.0553691887,0.1107153349
0.0763333333,0.0553461463,0.0553691885,0.1107153349
0.0765000000,0.0553461466,0.0553691883,0.1107153349
0.0766666667,0.0553461469,0.0553691880,0.1107153349
0.0768333333,0.0553461473,0.0553691876,0.1107153349
0.0770000000,0.0553461478,0.0553691871,0.1107153349
0.0771666667,0.0553461485,0.0553691864,0.1107153349
0.0773333333,0.0553461494,0.0553691855,0.1107153349
0.0775000000,0.0553461506,0.0553691843,0.1107153349
0.0776666667,0.0553461522,0.0553691827,0.1107153349
0.0778333333,0.0553461542,0.0553691807,0.1107153349
0.0780000000,0.0553461568,0.0553691781,0.1107153349
0.0781666667,0.0553461602,0.0553691747,0.1107153349
0.0783333333,0.0553461646,0.0553691704,0.1107153349
0.0785000000,0.0553461702,0.0553691648,0.1107153350
0.0786666667,0.0553461774,0.0553691576,0.1107153350
0.0788333333,0.0553461867,0.0553691483,0.1107153350
0.0790000000,0.0553461986,0.0553691365,0.1107153351
0.0791666667,0.0553462137,0.0553691214,0.1107153351
0.0793333333,0.0553462330,0.0553691022,0.1107153352
0.0795000000,0.0553462575,0.0553690778,0.1107153353
0.0796666667,0.0553462885,0.0553690469,0.1107153354
0.0798333333,0.0553463277,0.0553690078,0.1107153355
0.0800000000,0.0553463771,0.0553689586,0.1107153357
0.0801666667,0.0553464392,0.0553688967,0.1107153359
0.0803333333,0.0553465171,0.0553688189,0.1107153361
0.0805000000,0.0553466147,0.0553687216,0.1107153364
0.0806666667,0.0553467366,0.0553686001,0.1107153367
0.0808333333,0.0553468884,0.0553684488,0.1107153372
0.0810000000,0.0553470770,0.0553682607,0.1107153377
0.0811666667,0.0553473108,0.0553680275,0.1107153383
0.0813333333,0.0553476000,0.0553677391,0.1107153391
0.0815000000,0.0553479567,0.0553673833,0.1107153400
0.0816666667,0.0553483956,0.0553669455,0.1107153411
0.0818333333,0.0553489344,0.0553664080,0.1107153424
0.0820000000,0.0553495942,0.0553657498,0.1107153440
0.0821666667,0.0553504001,0.0553649457,0.1107153458
0.0823333333,0.0553513821,0.0553639660,0.1107153480
0.0825000000,0.0553525756,0.0553627751,0.1107153506
