x,y
0.370943,0.266347
0.370348,0.266964
0.369751,0.26758
0.369153,0.268195
0.368553,0.268809
0.367952,0.269422
0.36735,0.270033
0.366745,0.270644
0.36614,0.271253
0.365532,0.271862
0.364923,0.272469
0.364313,0.273075
0.363701,0.27368
0.363088,0.274283
0.362473,0.274886
0.361856,0.275487
0.361238,0.276087
0.360619,0.276687
0.359998,0.277284
0.359375,0.277881
0.358751,0.278477
0.358126,0.279071
0.357499,0.279664
0.35687,0.280257
0.35624,0.280847
0.355608,0.281437
0.354975,0.282026
0.354341,0.282613
0.353705,0.283199
0.353067,0.283784
0.352428,0.284368
0.351787,0.28495
0.351145,0.285531
0.350502,0.286111
0.349857,0.28669
0.34921,0.287268
0.348562,0.287844
0.347912,0.288419
0.347261,0.288993
0.346609,0.289566
0.345955,0.290137
0.345299,0.290708
0.344642,0.291277
0.343984,0.291844
0.343324,0.292411
0.342662,0.292976
0.342,0.29354
0.341335,0.294102
0.340669,0.294664
0.340002,0.295224
0.339333,0.295783
0.338663,0.29634
0.337991,0.296897
0.337318,0.297452
0.336643,0.298005
0.335967,0.298558
0.33529,0.299109
0.334611,0.299659
0.33393,0.300207
0.333248,0.300754
0.332565,0.3013
0.33188,0.301845
0.331194,0.302388
0.330506,0.30293
0.329817,0.30347
0.329126,0.30401
0.328434,0.304548
0.327741,0.305084
0.327046,0.305619
0.326349,0.306153
0.325651,0.306686
0.324952,0.307217
0.324251,0.307747
0.323549,0.308275
0.322845,0.308802
0.32214,0.309328
0.321434,0.309853
0.320726,0.310376
0.320017,0.310897
0.319306,0.311417
0.318594,0.311936
0.31788,0.312454
0.317165,0.31297
0.316449,0.313485
0.315731,0.313998
0.315012,0.31451
0.314291,0.31502
0.313569,0.315529
0.312846,0.316037
0.312121,0.316543
0.311395,0.317048
0.310667,0.317551
0.309938,0.318053
0.309208,0.318554
0.308476,0.319053
0.307743,0.31955
0.307008,0.320047
0.306272,0.320541
0.305535,0.321035
0.304796,0.321526
0.304056,0.322017
0.303314,0.322506
0.302571,0.322993
0.301827,0.323479
0.301081,0.323964
0.300334,0.324447
0.299586,0.324928
0.298836,0.325408
0.298085,0.325887
0.297332,0.326364
0.296578,0.326839
0.295823,0.327313
0.295066,0.327786
0.294308,0.328257
0.293549,0.328727
0.292788,0.329195
0.292026,0.329661
0.291263,0.330126
0.290498,0.33059
0.289732,0.331052
0.288965,0.331512
0.288196,0.331971
0.287426,0.332428
0.286654,0.332884
0.285882,0.333338
0.285107,0.333791
0.284332,0.334242
0.283555,0.334691
0.282777,0.335139
0.281998,0.335586
0.281217,0.336031
0.280435,0.336474
0.279652,0.336915
0.278867,0.337356
0.278081,0.337794
0.277294,0.338231
0.276505,0.338666
0.275715,0.3391
0.274924,0.339532
0.274131,0.339963
0.273337,0.340391
0.272542,0.340819
0.271746,0.341244
0.270948,0.341668
0.270149,0.342091
0.269349,0.342512
0.268547,0.342931
0.267744,0.343348
0.26694,0.343764
0.266135,0.344178
0.265328,0.344591
0.26452,0.345002
0.263711,0.345411
0.2629,0.345819
0.262088,0.346224
0.261275,0.346629
0.260461,0.347031
0.259646,0.347432
0.258829,0.347831
0.258011,0.348229
0.257191,0.348625
0.256371,0.349019
0.255549,0.349411
0.254726,0.349802
0.253902,0.350191
0.253076,0.350579
0.252249,0.350964
0.251421,0.351348
0.250592,0.35173
0.249761,0.352111
0.24893,0.35249
0.248097,0.352867
0.247263,0.353242
0.246427,0.353615
0.245591,0.353987
0.244753,0.354357
0.243914,0.354726
0.243074,0.355092
0.242232,0.355457
0.24139,0.35582
0.240546,0.356181
0.239701,0.356541
0.238855,0.356898
0.238007,0.357254
0.237159,0.357608
0.236309,0.357961
0.235458,0.358311
0.234606,0.35866
0.233753,0.359007
0.232898,0.359352
0.232043,0.359696
0.231186,0.360037
0.230328,0.360377
0.229469,0.360715
0.228608,0.361051
0.227747,0.361385
0.226884,0.361718
0.22602,0.362048
0.225156,0.362377
0.22429,0.362704
0.223422,0.363029
0.222554,0.363352
0.221685,0.363674
0.220814,0.363993
0.219942,0.364311
0.219069,0.364627
0.218195,0.364941
0.21732,0.365253
0.216444,0.365563
0.215567,0.365871
0.214688,0.366177
0.213809,0.366482
0.212928,0.366785
0.212046,0.367085
0.211163,0.367384
0.210279,0.367681
0.209394,0.367976
0.208508,0.368269
0.207621,0.36856
0.206733,0.368849
0.205843,0.369137
0.204953,0.369422
0.204061,0.369706
0.203169,0.369987
0.202275,0.370267
0.20138,0.370544
0.200485,0.37082
0.199588,0.371094
0.19869,0.371365
0.197791,0.371635
0.196891,0.371903
0.19599,0.372169
0.195088,0.372433
0.194185,0.372695
0.19328,0.372955
0.192375,0.373213
0.191469,0.373469
0.190562,0.373723
0.189654,0.373975
0.188744,0.374224
0.187834,0.374472
0.186923,0.374718
0.18601,0.374962
0.185097,0.375204
0.184183,0.375444
0.183268,0.375682
0.182351,0.375918
0.181434,0.376152
0.180516,0.376383
0.179597,0.376613
0.178676,0.376841
0.177755,0.377066
0.176833,0.37729
0.17591,0.377511
0.174986,0.377731
0.174061,0.377948
0.173135,0.378163
0.172208,0.378377
0.17128,0.378588
0.170351,0.378797
0.169421,0.379004
0.168491,0.379209
0.167559,0.379411
0.166627,0.379612
0.165693,0.379811
0.164759,0.380007
0.163823,0.380202
0.162887,0.380394
0.16195,0.380584
0.161012,0.380772
0.160073,0.380958
0.159133,0.381142
0.158193,0.381323
0.157251,0.381503
0.156309,0.38168
0.155365,0.381855
0.154421,0.382028
0.153476,0.382199
0.15253,0.382368
0.151583,0.382534
0.150635,0.382699
0.149687,0.382861
0.148737,0.383021
0.147787,0.383179
0.146836,0.383335
0.145884,0.383488
0.144931,0.383639
0.143978,0.383788
0.143023,0.383935
0.142068,0.38408
0.141112,0.384222
0.140155,0.384363
0.139197,0.384501
0.138239,0.384637
0.13728,0.38477
0.136319,0.384902
0.135359,0.385031
0.134397,0.385158
0.133435,0.385282
0.132471,0.385405
0.131507,0.385525
0.130543,0.385643
0.129577,0.385759
0.128611,0.385872
0.127644,0.385983
0.126676,0.386092
0.125707,0.386199
0.124738,0.386303
0.123768,0.386405
0.122797,0.386505
0.121826,0.386602
0.120854,0.386697
0.119881,0.38679
0.118907,0.386881
0.117933,0.386969
0.116958,0.387055
0.115982,0.387139
0.115006,0.38722
0.114029,0.387299
0.113051,0.387376
0.112072,0.38745
0.111093,0.387523
0.110113,0.387592
0.109133,0.38766
0.108152,0.387725
0.10717,0.387787
0.106188,0.387848
0.105204,0.387906
0.104221,0.387961
0.103236,0.388015
0.102251,0.388065
0.101266,0.388114
0.100279,0.38816
0.0992926,0.388204
0.0983052,0.388245
0.0973171,0.388284
0.0963284,0.388321
0.0953392,0.388355
0.0943493,0.388387
0.0933589,0.388416
0.0923679,0.388444
0.0913763,0.388468
0.0903841,0.38849
0.0893914,0.38851
0.0883982,0.388527
0.0874043,0.388542
0.08641,0.388555
0.0854151,0.388565
0.0844196,0.388573
0.0834237,0.388578
0.0824272,0.388581
0.0814301,0.388581
0.0804326,0.388579
0.0794346,0.388574
0.078436,0.388567
0.077437,0.388558
0.0764375,0.388546
0.0754375,0.388531
0.074437,0.388514
0.073436,0.388495
0.0724345,0.388473
0.0714326,0.388449
0.0704303,0.388422
0.0694275,0.388392
0.0684242,0.388361
0.0674205,0.388326
0.0664164,0.388289
0.0654118,0.38825
0.0644068,0.388208
0.0634014,0.388164
0.0623956,0.388117
0.0613894,0.388067
0.0603828,0.388015
0.0593758,0.387961
0.0583684,0.387904
0.0573606,0.387844
0.0563524,0.387782
0.0553439,0.387718
0.054335,0.38765
0.0533257,0.387581
0.0523161,0.387508
0.0513062,0.387433
0.0502959,0.387356
0.0492853,0.387276
0.0482743,0.387194
0.0472631,0.387108
0.0462515,0.387021
0.0452396,0.38693
0.0442274,0.386838
0.0432149,0.386742
0.0422021,0.386644
0.0411891,0.386543
0.0401757,0.38644
0.0391621,0.386334
0.0381483,0.386226
0.0371341,0.386115
0.0361197,0.386001
0.0351051,0.385885
0.0340903,0.385766
0.0330752,0.385645
0.0320598,0.38552
0.0310443,0.385394
0.0300285,0.385264
0.0290126,0.385132
0.0279964,0.384997
0.0269801,0.38486
0.0259636,0.38472
0.0249468,0.384578
0.02393,0.384432
0.0229129,0.384284
0.0218957,0.384134
0.0208783,0.383981
0.0198608,0.383825
0.0188432,0.383666
0.0178254,0.383505
0.0168075,0.383341
0.0157895,0.383174
0.0147714,0.383005
0.0137531,0.382833
0.0127348,0.382658
0.0117164,0.382481
0.0106979,0.382301
0.00967933,0.382118
0.00866069,0.381933
0.00764198,0.381745
0.00662323,0.381554
0.00560442,0.38136
0.00458557,0.381164
0.0035667,0.380965
0.00254779,0.380763
0.00152887,0.380559
0.00050994,0.380352
-0.000508996,0.380142
-0.00152793,0.379929
-0.00254685,0.379714
-0.00356575,0.379495
-0.00458463,0.379275
-0.00560347,0.379051
-0.00662228,0.378825
-0.00764103,0.378596
-0.00865973,0.378364
-0.00967837,0.378129
-0.0106969,0.377892
-0.0117154,0.377652
-0.0127338,0.377409
-0.0137521,0.377163
-0.0147703,0.376915
-0.0157884,0.376664
-0.0168064,0.37641
-0.0178243,0.376153
-0.018842,0.375893
-0.0198596,0.375631
-0.020877,0.375366
-0.0218943,0.375098
-0.0229114,0.374827
-0.0239284,0.374554
-0.0249452,0.374278
-0.0259618,0.373999
-0.0269782,0.373717
-0.0279943,0.373432
-0.0290103,0.373145
-0.0300261,0.372854
-0.0310416,0.372561
-0.0320569,0.372265
-0.033072,0.371967
-0.0340868,0.371665
-0.0351013,0.371361
-0.0361156,0.371054
-0.0371296,0.370743
-0.0381433,0.370431
-0.0391568,0.370115
-0.0401699,0.369796
-0.0411827,0.369475
-0.0421952,0.369151
-0.0432074,0.368824
-0.0442192,0.368494
-0.0452308,0.368161
-0.0462419,0.367826
-0.0472527,0.367487
-0.0482631,0.367146
-0.0492732,0.366802
-0.0502829,0.366455
-0.0512921,0.366105
-0.052301,0.365752
-0.0533095,0.365397
-0.0543175,0.365038
-0.0553252,0.364677
-0.0563324,0.364313
-0.0573391,0.363946
-0.0583454,0.363576
-0.0593512,0.363203
-0.0603566,0.362827
-0.0613615,0.362449
-0.0623659,0.362067
-0.0633698,0.361683
-0.0643732,0.361296
-0.065376,0.360906
-0.0663784,0.360513
-0.0673802,0.360117
-0.0683815,0.359718
-0.0693822,0.359317
-0.0703824,0.358912
-0.071382,0.358505
-0.0723811,0.358094
-0.0733795,0.357681
-0.0743774,0.357265
-0.0753746,0.356846
-0.0763712,0.356424
-0.0773672,0.355999
-0.0783626,0.355572
-0.0793573,0.355141
-0.0803514,0.354707
-0.0813449,0.354271
-0.0823376,0.353831
-0.0833297,0.353389
-0.0843211,0.352944
-0.0853118,0.352496
-0.0863018,0.352045
-0.0872911,0.351591
-0.0882796,0.351134
-0.0892674,0.350674
-0.0902545,0.350211
-0.0912408,0.349746
-0.0922264,0.349277
-0.0932111,0.348806
-0.0941951,0.348331
-0.0951784,0.347854
-0.0961608,0.347374
-0.0971424,0.34689
-0.0981231,0.346404
-0.0991031,0.345915
-0.100082,0.345423
-0.10106,0.344928
-0.102038,0.34443
-0.103014,0.34393
-0.10399,0.343426
-0.104965,0.342919
-0.105939,0.34241
-0.106912,0.341897
-0.107884,0.341382
-0.108855,0.340863
-0.109825,0.340342
-0.110794,0.339818
-0.111762,0.33929
-0.11273,0.33876
-0.113696,0.338227
-0.114661,0.337691
-0.115626,0.337152
-0.116589,0.33661
-0.117551,0.336065
-0.118513,0.335518
-0.119473,0.334967
-0.120432,0.334413
-0.12139,0.333857
-0.122347,0.333297
-0.123303,0.332734
-0.124258,0.332169
-0.125212,0.331601
-0.126165,0.331029
-0.127116,0.330455
-0.128067,0.329878
-0.129016,0.329298
-0.129964,0.328715
-0.130911,0.328129
-0.131857,0.32754
-0.132801,0.326948
-0.133745,0.326353
-0.134687,0.325755
-0.135628,0.325155
-0.136568,0.324551
-0.137507,0.323944
-0.138444,0.323335
-0.13938,0.322722
-0.140315,0.322107
-0.141248,0.321489
-0.14218,0.320868
-0.143111,0.320243
-0.144041,0.319616
-0.144969,0.318986
-0.145896,0.318353
-0.146822,0.317718
-0.147746,0.317079
-0.148669,0.316437
-0.149591,0.315792
-0.150511,0.315145
-0.151429,0.314494
-0.152347,0.313841
-0.153263,0.313185
-0.154177,0.312525
-0.15509,0.311863
-0.156002,0.311198
-0.156912,0.31053
-0.157821,0.309859
-0.158728,0.309185
-0.159634,0.308509
-0.160538,0.307829
-0.161441,0.307147
-0.162342,0.306461
-0.163241,0.305773
-0.16414,0.305082
-0.165036,0.304387
-0.165931,0.30369
-0.166824,0.302991
-0.167716,0.302288
-0.168606,0.301582
-0.169495,0.300874
-0.170382,0.300162
-0.171267,0.299448
-0.172151,0.298731
-0.173033,0.29801
-0.173913,0.297287
-0.174792,0.296562
-0.175669,0.295833
-0.176544,0.295101
-0.177418,0.294367
-0.178289,0.29363
-0.17916,0.292889
-0.180028,0.292146
-0.180894,0.2914
-0.181759,0.290652
-0.182622,0.2899
-0.183484,0.289146
-0.184343,0.288388
-0.185201,0.287628
-0.186056,0.286865
-0.18691,0.2861
-0.187762,0.285331
-0.188613,0.28456
-0.189461,0.283785
-0.190308,0.283008
-0.191152,0.282228
-0.191995,0.281446
-0.192836,0.28066
-0.193674,0.279872
-0.194511,0.279081
-0.195346,0.278287
-0.196179,0.27749
-0.19701,0.276691
-0.197839,0.275888
-0.198666,0.275083
-0.199491,0.274275
-0.200314,0.273465
-0.201135,0.272651
-0.201954,0.271835
-0.202771,0.271016
-0.203586,0.270195
-0.204399,0.26937
-0.205209,0.268543
-0.206018,0.267713
-0.206824,0.26688
-0.207629,0.266045
-0.208431,0.265207
-0.209231,0.264366
-0.210029,0.263522
-0.210825,0.262676
-0.211618,0.261827
-0.21241,0.260975
-0.213199,0.260121
-0.213986,0.259263
-0.21477,0.258404
-0.215553,0.257541
-0.216333,0.256676
-0.217111,0.255808
-0.217887,0.254937
-0.21866,0.254064
-0.219431,0.253188
-0.2202,0.25231
-0.220967,0.251428
-0.221731,0.250545
-0.222493,0.249658
-0.223252,0.248769
-0.22401,0.247877
-0.224764,0.246983
-0.225517,0.246086
-0.226267,0.245186
-0.227014,0.244284
-0.22776,0.243379
-0.228502,0.242472
-0.229243,0.241562
-0.229981,0.240649
-0.230716,0.239734
-0.231449,0.238816
-0.232179,0.237896
-0.232907,0.236973
-0.233633,0.236048
-0.234356,0.23512
-0.235076,0.234189
-0.235794,0.233256
-0.236509,0.232321
-0.237222,0.231382
-0.237932,0.230442
-0.23864,0.229499
-0.239345,0.228553
-0.240047,0.227605
-0.240747,0.226655
-0.241444,0.225702
-0.242139,0.224746
-0.24283,0.223788
-0.24352,0.222828
-0.244206,0.221865
-0.24489,0.2209
-0.245571,0.219932
-0.246249,0.218962
-0.246925,0.217989
-0.247598,0.217014
-0.248268,0.216037
-0.248936,0.215057
-0.249601,0.214075
-0.250263,0.21309
-0.250922,0.212104
-0.251578,0.211114
-0.252232,0.210123
-0.252883,0.209129
-0.25353,0.208132
-0.254176,0.207134
-0.254818,0.206133
-0.255457,0.20513
-0.256094,0.204124
-0.256727,0.203116
-0.257358,0.202106
-0.257986,0.201094
-0.258611,0.200079
-0.259233,0.199062
-0.259852,0.198043
-0.260468,0.197022
-0.261082,0.195998
-0.261692,0.194972
-0.262299,0.193944
-0.262903,0.192914
-0.263505,0.191881
-0.264103,0.190846
-0.264698,0.18981
-0.265291,0.188771
-0.26588,0.187729
-0.266466,0.186686
-0.267049,0.185641
-0.267629,0.184593
-0.268206,0.183543
-0.26878,0.182491
-0.269351,0.181437
-0.269919,0.180381
-0.270483,0.179323
-0.271045,0.178263
-0.271603,0.177201
-0.272158,0.176137
-0.27271,0.17507
-0.273259,0.174002
-0.273805,0.172931
-0.274347,0.171859
-0.274887,0.170785
-0.275423,0.169708
-0.275956,0.16863
-0.276485,0.16755
-0.277012,0.166467
-0.277535,0.165383
-0.278055,0.164297
-0.278572,0.163209
-0.279085,0.162119
-0.279595,0.161027
-0.280102,0.159933
-0.280606,0.158837
-0.281106,0.15774
-0.281603,0.15664
-0.282097,0.155539
-0.282587,0.154436
-0.283074,0.153331
-0.283558,0.152224
-0.284038,0.151116
-0.284515,0.150005
-0.284988,0.148893
-0.285458,0.147779
-0.285925,0.146664
-0.286388,0.145546
-0.286848,0.144427
-0.287305,0.143306
-0.287758,0.142184
-0.288208,0.14106
-0.288654,0.139934
-0.289097,0.138806
-0.289536,0.137677
-0.289972,0.136546
-0.290404,0.135413
-0.290833,0.134279
-0.291258,0.133143
-0.29168,0.132006
-0.292099,0.130867
-0.292513,0.129726
-0.292925,0.128584
-0.293333,0.12744
-0.293737,0.126295
-0.294137,0.125148
-0.294535,0.124
-0.294928,0.12285
-0.295318,0.121699
-0.295705,0.120547
-0.296088,0.119392
-0.296467,0.118237
-0.296842,0.11708
-0.297214,0.115921
-0.297583,0.114761
-0.297948,0.1136
-0.298309,0.112437
-0.298666,0.111273
-0.29902,0.110108
-0.299371,0.108941
-0.299717,0.107773
-0.30006,0.106604
-0.300399,0.105433
-0.300735,0.104261
-0.301067,0.103088
-0.301395,0.101913
-0.30172,0.100737
-0.302041,0.0995605
-0.302358,0.0983822
-0.302671,0.0972028
-0.302981,0.0960222
-0.303287,0.0948404
-0.303589,0.0936574
-0.303888,0.0924732
-0.304182,0.091288
-0.304473,0.0901016
-0.304761,0.0889141
-0.305044,0.0877255
-0.305324,0.0865358
-0.3056,0.085345
-0.305872,0.0841532
-0.30614,0.0829604
-0.306405,0.0817665
-0.306666,0.0805716
-0.306923,0.0793757
-0.307176,0.0781788
-0.307425,0.076981
-0.307671,0.0757822
-0.307913,0.0745825
-0.308151,0.0733818
-0.308385,0.0721802
-0.308615,0.0709778
-0.308842,0.0697744
-0.309064,0.0685702
-0.309283,0.0673651
-0.309498,0.0661592
-0.309709,0.0649525
-0.309916,0.0637449
-0.31012,0.0625366
-0.310319,0.0613275
-0.310515,0.0601176
-0.310706,0.058907
-0.310894,0.0576956
-0.311078,0.0564835
-0.311258,0.0552707
-0.311435,0.0540572
-0.311607,0.052843
-0.311775,0.0516282
-0.31194,0.0504128
-0.3121,0.0491967
-0.312257,0.0479799
-0.31241,0.0467626
-0.312559,0.0455447
-0.312704,0.0443263
-0.312845,0.0431072
-0.312982,0.0418877
-0.313115,0.0406676
-0.313244,0.039447
-0.31337,0.0382259
-0.313491,0.0370043
-0.313609,0.0357822
-0.313722,0.0345598
-0.313832,0.0333368
-0.313937,0.0321135
-0.314039,0.0308897
-0.314137,0.0296656
-0.314231,0.0284411
-0.314321,0.0272162
-0.314407,0.025991
-0.314489,0.0247655
-0.314567,0.0235396
-0.314641,0.0223135
-0.314711,0.0210871
-0.314777,0.0198604
-0.314839,0.0186335
-0.314897,0.0174063
-0.314952,0.0161789
-0.315002,0.0149513
-0.315048,0.0137235
-0.315091,0.0124956
-0.315129,0.0112674
-0.315163,0.0100392
-0.315194,0.00881081
-0.31522,0.00758232
-0.315243,0.00635373
-0.315261,0.00512507
-0.315276,0.00389633
-0.315287,0.00266755
-0.315293,0.00143874
-0.315296,0.000209904
-0.315295,-0.00101893
-0.315289,-0.00224775
-0.31528,-0.00347655
-0.315267,-0.0047053
-0.31525,-0.00593399
-0.315228,-0.00716261
-0.315203,-0.00839114
-0.315174,-0.00961956
-0.315141,-0.0108479
-0.315104,-0.012076
-0.315063,-0.013304
-0.315018,-0.0145319
-0.314969,-0.0157595
-0.314916,-0.016987
-0.314859,-0.0182142
-0.314799,-0.0194413
-0.314734,-0.020668
-0.314665,-0.0218946
-0.314592,-0.0231208
-0.314516,-0.0243467
-0.314435,-0.0255724
-0.31435,-0.0267977
-0.314262,-0.0280227
-0.314169,-0.0292473
-0.314073,-0.0304716
-0.313973,-0.0316955
-0.313868,-0.0329189
-0.31376,-0.034142
-0.313648,-0.0353647
-0.313532,-0.0365869
-0.313412,-0.0378086
-0.313288,-0.0390299
-0.31316,-0.0402506
-0.313028,-0.0414709
-0.312892,-0.0426906
-0.312752,-0.0439099
-0.312609,-0.0451285
-0.312461,-0.0463466
-0.31231,-0.0475641
-0.312154,-0.0487811
-0.311995,-0.0499974
-0.311832,-0.0512131
-0.311665,-0.0524281
-0.311494,-0.0536425
-0.311319,-0.0548562
-0.31114,-0.0560692
-0.310958,-0.0572816
-0.310771,-0.0584932
-0.310581,-0.0597041
