0.201825, 115.728, 81.0333
0.403649, 230.638, 161.095
0.605474, 344.743, 240.196
0.807298, 458.056, 318.348
1.00912, 570.589, 395.563
1.21095, 682.355, 471.851
1.41277, 793.364, 547.224
1.6146, 903.629, 621.691
1.81642, 1013.16, 695.263
2.01825, 1121.97, 767.951
2.22007, 1230.06, 839.763
2.42189, 1337.46, 910.71
2.62372, 1444.16, 980.8
2.82554, 1550.19, 1050.04
3.02737, 1655.54, 1118.45
3.22919, 1760.23, 1186.03
3.43102, 1864.26, 1252.78
3.63284, 1967.66, 1318.72
3.83467, 2070.42, 1383.86
4.03649, 2172.55, 1448.21
4.23832, 2274.07, 1511.76
4.44014, 2374.98, 1574.54
4.64197, 2475.3, 1636.54
4.84379, 2575.02, 1697.78
5.04561, 2674.15, 1758.26
5.24744, 2772.71, 1817.99
5.44926, 2870.71, 1876.97
5.65109, 2968.14, 1935.22
5.85291, 3065.02, 1992.74
6.05474, 3161.35, 2049.53
6.25656, 3257.15, 2105.61
6.45839, 3352.41, 2160.98
6.66021, 3447.15, 2215.64
6.86204, 3541.37, 2269.6
7.06386, 3635.08, 2322.87
7.26568, 3728.28, 2375.46
7.46751, 3820.99, 2427.36
7.66933, 3913.2, 2478.59
7.87116, 4004.93, 2529.15
8.07298, 4096.17, 2579.04
8.27481, 4186.94, 2628.28
8.47663, 4277.25, 2676.86
8.67846, 4367.09, 2724.79
8.88028, 4456.47, 2772.08
9.08211, 4545.4, 2818.73
9.28393, 4633.88, 2864.74
9.48575, 4721.93, 2910.13
9.68758, 4809.53, 2954.89
9.8894, 4896.71, 2999.04
10.0912, 4983.46, 3042.56
10.2931, 5069.79, 3085.48
10.4949, 5155.7, 3127.79
10.6967, 5241.2, 3169.5
10.8985, 5326.29, 3210.61
11.1004, 5410.99, 3251.12
11.3022, 5495.28, 3291.05
11.504, 5579.18, 3330.39
11.7058, 5662.7, 3369.15
11.9076, 5745.83, 3407.33
12.1095, 5828.57, 3444.94
12.3113, 5910.95, 3481.97
12.5131, 5992.95, 3518.44
12.7149, 6074.58, 3554.35
12.9168, 6155.85, 3589.7
13.1186, 6236.76, 3624.49
13.3204, 6317.31, 3658.72
13.5222, 6397.51, 3692.41
13.7241, 6477.36, 3725.55
13.9259, 6556.86, 3758.15
14.1277, 6636.03, 3790.21
14.3295, 6714.85, 3821.73
14.5314, 6793.35, 3852.72
14.7332, 6871.51, 3883.18
14.935, 6949.34, 3913.11
15.1368, 7026.85, 3942.52
15.3387, 7104.03, 3971.41
15.5405, 7180.9, 3999.77
15.7423, 7257.45, 4027.63
15.9441, 7333.7, 4054.96
16.146, 7409.63, 4081.79
16.3478, 7485.26, 4108.11
16.5496, 7560.58, 4133.93
16.7514, 7635.6, 4159.24
16.9533, 7710.33, 4184.05
17.1551, 7784.76, 4208.37
17.3569, 7858.91, 4232.19
17.5587, 7932.76, 4255.52
17.7606, 8006.33, 4278.36
17.9624, 8079.61, 4300.71
18.1642, 8152.61, 4322.58
18.366, 8225.34, 4343.96
18.5679, 8297.79, 4364.86
18.7697, 8369.96, 4385.29
18.9715, 8441.87, 4405.23
19.1733, 8513.51, 4424.71
19.3752, 8584.88, 4443.71
19.577, 8655.99, 4462.24
19.7788, 8726.83, 4480.31
19.9806, 8797.42, 4497.91
20.1825, 8867.75, 4515.04
20.3843, 8937.83, 4531.72
20.5861, 9007.65, 4547.93
20.7879, 9077.22, 4563.69
20.9898, 9146.55, 4578.99
21.1916, 9215.63, 4593.83
21.3934, 9284.46, 4608.23
21.5952, 9353.06, 4622.17
21.7971, 9421.41, 4635.67
21.9989, 9489.52, 4648.72
22.2007, 9557.4, 4661.32
22.4025, 9625.05, 4673.48
22.6044, 9692.46, 4685.2
22.8062, 9759.64, 4696.48
23.008, 9826.59, 4707.33
23.2098, 9893.32, 4717.73
23.4116, 9959.82, 4727.7
23.6135, 10026.1, 4737.24
23.8153, 10092.2, 4746.35
24.0171, 10158, 4755.03
24.2189, 10223.6, 4763.27
24.4208, 10289, 4771.1
24.6226, 10354.2, 4778.49
24.8244, 10419.2, 4785.46
25.0262, 10483.9, 4792.01
25.2281, 10548.5, 4798.14
25.4299, 10612.8, 4803.85
25.6317, 10676.9, 4809.14
25.8335, 10740.8, 4814.02
26.0354, 10804.6, 4818.48
26.2372, 10868.1, 4822.53
26.439, 10931.4, 4826.16
26.6408, 10994.5, 4829.38
26.8427, 11057.4, 4832.19
27.0445, 11120.1, 4834.6
27.2463, 11182.7, 4836.59
27.4481, 11245, 4838.19
27.65, 11307.1, 4839.37
27.8518, 11369, 4840.15
28.0536, 11430.8, 4840.54
28.2554, 11492.3, 4840.52
28.4573, 11553.7, 4840.1
28.6591, 11614.9, 4839.28
28.8609, 11675.9, 4838.07
29.0627, 11736.7, 4836.46
29.2646, 11797.3, 4834.45
29.4664, 11857.7, 4832.05
29.6682, 11918, 4829.26
29.87, 11978, 4826.08
30.0719, 12037.9, 4822.51
30.2737, 12097.6, 4818.55
30.4755, 12157.2, 4814.2
30.6773, 12216.5, 4809.46
30.8792, 12275.7, 4804.34
31.081, 12334.7, 4798.84
31.2828, 12393.5, 4792.95
31.4846, 12452.2, 4786.68
31.6865, 12510.6, 4780.02
31.8883, 12568.9, 4772.99
32.0901, 12627.1, 4765.58
32.2919, 12685, 4757.79
32.4938, 12742.8, 4749.63
32.6956, 12800.5, 4741.09
32.8974, 12857.9, 4732.17
33.0992, 12915.2, 4722.88
33.3011, 12972.3, 4713.22
33.5029, 13029.3, 4703.19
33.7047, 13086.1, 4692.78
33.9065, 13142.7, 4682.01
34.1084, 13199.2, 4670.86
34.3102, 13255.5, 4659.35
34.512, 13311.6, 4647.48
34.7138, 13367.6, 4635.24
34.9156, 13423.4, 4622.63
35.1175, 13479.1, 4609.66
35.3193, 13534.6, 4596.33
35.5211, 13589.9, 4582.63
35.7229, 13645.1, 4568.58
35.9248, 13700.2, 4554.16
36.1266, 13755, 4539.39
36.3284, 13809.8, 4524.26
36.5302, 13864.3, 4508.77
36.7321, 13918.7, 4492.93
36.9339, 13973, 4476.73
37.1357, 14027.1, 4460.18
37.3375, 14081, 4443.28
37.5394, 14134.8, 4426.02
37.7412, 14188.5, 4408.41
37.943, 14241.9, 4390.46
38.1448, 14295.3, 4372.15
38.3467, 14348.5, 4353.5
38.5485, 14401.5, 4334.5
38.7503, 14454.4, 4315.15
38.9521, 14507.1, 4295.46
39.154, 14559.7, 4275.42
39.3558, 14612.2, 4255.05
39.5576, 14664.5, 4234.32
39.7594, 14716.6, 4213.26
39.9613, 14768.6, 4191.86
40.1631, 14820.5, 4170.12
40.3649, 14872.2, 4148.04
40.5667, 14923.8, 4125.62
40.7686, 14975.2, 4102.86
40.9704, 15026.5, 4079.77
41.1722, 15077.6, 4056.35
41.374, 15128.6, 4032.59
41.5759, 15179.4, 4008.5
41.7777, 15230.1, 3984.07
41.9795, 15280.7, 3959.32
