x,y
-0.00715725,0.371295
-0.00819539,0.371017
-0.00923345,0.370735
-0.0102714,0.37045
-0.0113093,0.370163
-0.0123471,0.369872
-0.0133849,0.369578
-0.0144224,0.369281
-0.0154599,0.368981
-0.0164973,0.368677
-0.0175345,0.368371
-0.0185715,0.368062
-0.0196084,0.367749
-0.0206451,0.367433
-0.0216817,0.367115
-0.0227181,0.366793
-0.0237542,0.366468
-0.0247902,0.366139
-0.025826,0.365808
-0.0268615,0.365474
-0.0278968,0.365136
-0.0289319,0.364795
-0.0299667,0.364451
-0.0310013,0.364104
-0.0320355,0.363754
-0.0330695,0.3634
-0.0341033,0.363044
-0.0351367,0.362684
-0.0361698,0.362321
-0.0372026,0.361955
-0.0382351,0.361585
-0.0392672,0.361213
-0.040299,0.360837
-0.0413304,0.360458
-0.0423614,0.360076
-0.0433921,0.359691
-0.0444224,0.359302
-0.0454523,0.35891
-0.0464818,0.358515
-0.0475108,0.358117
-0.0485395,0.357715
-0.0495677,0.357311
-0.0505954,0.356903
-0.0516227,0.356492
-0.0526495,0.356077
-0.0536759,0.355659
-0.0547017,0.355239
-0.0557271,0.354814
-0.0567519,0.354387
-0.0577762,0.353956
-0.0588,0.353522
-0.0598232,0.353085
-0.0608459,0.352645
-0.061868,0.352201
-0.0628896,0.351754
-0.0639105,0.351303
-0.0649309,0.35085
-0.0659506,0.350393
-0.0669698,0.349933
-0.0679883,0.349469
-0.0690061,0.349002
-0.0700233,0.348532
-0.0710399,0.348059
-0.0720557,0.347582
-0.0730709,0.347102
-0.0740854,0.346619
-0.0750992,0.346132
-0.0761122,0.345642
-0.0771245,0.345149
-0.0781361,0.344652
-0.0791469,0.344152
-0.080157,0.343649
-0.0811663,0.343142
-0.0821748,0.342632
-0.0831824,0.342119
-0.0841893,0.341602
-0.0851954,0.341082
-0.0862006,0.340559
-0.0872049,0.340032
-0.0882084,0.339502
-0.0892111,0.338969
-0.0902128,0.338432
-0.0912137,0.337892
-0.0922136,0.337348
-0.0932126,0.336801
-0.0942107,0.336251
-0.0952078,0.335698
-0.096204,0.335141
-0.0971992,0.33458
-0.0981935,0.334016
-0.0991867,0.333449
-0.100179,0.332879
-0.10117,0.332305
-0.10216,0.331728
-0.103149,0.331147
-0.104138,0.330563
-0.105125,0.329975
-0.10611,0.329385
-0.107095,0.32879
-0.108079,0.328193
-0.109062,0.327591
-0.110043,0.326987
-0.111023,0.326379
-0.112003,0.325768
-0.112981,0.325153
-0.113957,0.324535
-0.114933,0.323913
-0.115907,0.323288
-0.116881,0.32266
-0.117852,0.322028
-0.118823,0.321393
-0.119793,0.320754
-0.120761,0.320112
-0.121728,0.319467
-0.122693,0.318818
-0.123657,0.318166
-0.12462,0.31751
-0.125582,0.316851
-0.126542,0.316188
-0.127501,0.315522
-0.128458,0.314853
-0.129414,0.31418
-0.130369,0.313503
-0.131322,0.312823
-0.132274,0.31214
-0.133224,0.311453
-0.134173,0.310763
-0.13512,0.31007
-0.136066,0.309373
-0.13701,0.308672
-0.137953,0.307969
-0.138894,0.307261
-0.139834,0.30655
-0.140772,0.305836
-0.141708,0.305119
-0.142643,0.304397
-0.143577,0.303673
-0.144508,0.302945
-0.145438,0.302214
-0.146367,0.301479
-0.147293,0.30074
-0.148218,0.299999
-0.149142,0.299253
-0.150063,0.298505
-0.150983,0.297753
-0.151901,0.296997
-0.152818,0.296238
-0.153732,0.295476
-0.154645,0.29471
-0.155556,0.293941
-0.156465,0.293168
-0.157373,0.292392
-0.158278,0.291612
-0.159182,0.290829
-0.160084,0.290043
-0.160983,0.289253
-0.161881,0.288459
-0.162777,0.287663
-0.163671,0.286862
-0.164563,0.286059
-0.165454,0.285252
-0.166342,0.284441
-0.167228,0.283627
-0.168112,0.28281
-0.168994,0.281989
-0.169874,0.281165
-0.170752,0.280337
-0.171628,0.279506
-0.172502,0.278672
-0.173373,0.277834
-0.174243,0.276992
-0.17511,0.276148
-0.175976,0.2753
-0.176839,0.274448
-0.177699,0.273593
-0.178558,0.272735
-0.179415,0.271873
-0.180269,0.271008
-0.181121,0.270139
-0.18197,0.269267
-0.182818,0.268392
-0.183663,0.267513
-0.184505,0.266631
-0.185346,0.265746
-0.186184,0.264857
-0.187019,0.263965
-0.187853,0.263069
-0.188684,0.26217
-0.189512,0.261268
-0.190338,0.260362
-0.191162,0.259453
-0.191983,0.258541
-0.192801,0.257625
-0.193617,0.256706
-0.194431,0.255783
-0.195242,0.254858
-0.19605,0.253928
-0.196856,0.252996
-0.19766,0.25206
-0.19846,0.251121
-0.199258,0.250179
-0.200054,0.249233
-0.200846,0.248284
-0.201637,0.247332
-0.202424,0.246376
-0.203209,0.245417
-0.203991,0.244455
-0.20477,0.243489
-0.205546,0.24252
-0.20632,0.241548
-0.207091,0.240573
-0.207859,0.239594
-0.208624,0.238613
-0.209387,0.237627
-0.210146,0.236639
-0.210903,0.235647
-0.211657,0.234653
-0.212408,0.233654
-0.213156,0.232653
-0.213901,0.231649
-0.214643,0.230641
-0.215382,0.22963
-0.216118,0.228616
-0.216851,0.227599
-0.217581,0.226578
-0.218308,0.225554
-0.219032,0.224527
-0.219753,0.223497
-0.22047,0.222464
-0.221185,0.221428
-0.221896,0.220388
-0.222605,0.219346
-0.22331,0.2183
-0.224012,0.217251
-0.22471,0.216199
-0.225406,0.215144
-0.226098,0.214086
-0.226787,0.213025
-0.227473,0.211961
-0.228155,0.210893
-0.228834,0.209823
-0.22951,0.208749
-0.230182,0.207673
-0.230851,0.206593
-0.231517,0.20551
-0.232179,0.204425
-0.232838,0.203336
-0.233493,0.202244
-0.234145,0.20115
-0.234794,0.200052
-0.235439,0.198951
-0.23608,0.197848
-0.236718,0.196741
-0.237353,0.195632
-0.237983,0.194519
-0.238611,0.193404
-0.239234,0.192286
-0.239854,0.191165
-0.240471,0.190041
-0.241083,0.188914
-0.241693,0.187784
-0.242298,0.186651
-0.2429,0.185516
-0.243498,0.184377
-0.244092,0.183236
-0.244683,0.182092
-0.245269,0.180945
-0.245852,0.179796
-0.246431,0.178643
-0.247007,0.177488
-0.247578,0.17633
-0.248146,0.175169
-0.24871,0.174006
-0.249269,0.17284
-0.249825,0.171671
-0.250377,0.1705
-0.250925,0.169325
-0.25147,0.168148
-0.25201,0.166969
-0.252546,0.165787
-0.253078,0.164602
-0.253606,0.163414
-0.25413,0.162224
-0.25465,0.161032
-0.255166,0.159836
-0.255678,0.158639
-0.256186,0.157438
-0.256689,0.156235
-0.257189,0.15503
-0.257684,0.153822
-0.258175,0.152612
-0.258662,0.151399
-0.259144,0.150183
-0.259623,0.148965
-0.260097,0.147745
-0.260567,0.146522
-0.261033,0.145297
-0.261494,0.14407
-0.261951,0.14284
-0.262404,0.141608
-0.262852,0.140373
-0.263296,0.139136
-0.263736,0.137897
-0.264171,0.136656
-0.264602,0.135412
-0.265028,0.134166
-0.26545,0.132917
-0.265867,0.131667
-0.26628,0.130414
-0.266689,0.129159
-0.267093,0.127902
-0.267492,0.126643
-0.267887,0.125381
-0.268278,0.124118
-0.268663,0.122852
-0.269045,0.121584
-0.269421,0.120314
-0.269793,0.119042
-0.270161,0.117768
-0.270523,0.116492
-0.270881,0.115214
-0.271235,0.113934
-0.271584,0.112652
-0.271927,0.111368
-0.272267,0.110082
-0.272601,0.108795
-0.272931,0.107505
-0.273256,0.106213
-0.273576,0.10492
-0.273892,0.103625
-0.274202,0.102328
-0.274508,0.101029
-0.274809,0.0997282
-0.275105,0.0984258
-0.275397,0.0971216
-0.275683,0.0958157
-0.275964,0.0945082
-0.276241,0.0931989
-0.276513,0.091888
-0.276779,0.0905755
-0.277041,0.0892613
-0.277298,0.0879455
-0.27755,0.0866282
-0.277797,0.0853093
-0.278039,0.0839889
-0.278276,0.0826669
-0.278507,0.0813435
-0.278734,0.0800186
-0.278956,0.0786922
-0.279173,0.0773644
-0.279384,0.0760352
-0.279591,0.0747047
-0.279792,0.0733727
-0.279989,0.0720395
-0.28018,0.0707049
-0.280366,0.069369
-0.280547,0.0680318
-0.280723,0.0666934
-0.280893,0.0653537
-0.281059,0.0640129
-0.281219,0.0626709
-0.281374,0.0613277
-0.281524,0.0599834
-0.281668,0.0586379
-0.281808,0.0572914
-0.281942,0.0559438
-0.282071,0.0545952
-0.282194,0.0532455
-0.282313,0.0518949
-0.282426,0.0505432
-0.282533,0.0491907
-0.282636,0.0478372
-0.282733,0.0464828
-0.282825,0.0451275
-0.282911,0.0437714
-0.282992,0.0424145
-0.283068,0.0410567
-0.283139,0.0396982
-0.283204,0.0383389
-0.283263,0.0369789
-0.283318,0.0356182
-0.283367,0.0342568
-0.28341,0.0328948
-0.283448,0.0315321
-0.283481,0.0301689
-0.283508,0.028805
-0.28353,0.0274406
-0.283546,0.0260757
-0.283557,0.0247103
-0.283563,0.0233444
-0.283563,0.021978
-0.283557,0.0206113
-0.283546,0.0192441
-0.28353,0.0178765
-0.283508,0.0165087
-0.283481,0.0151405
-0.283448,0.013772
-0.28341,0.0124032
-0.283366,0.0110342
-0.283316,0.00966495
-0.283261,0.00829553
-0.283201,0.00692596
-0.283135,0.00555625
-0.283063,0.00418643
-0.282986,0.00281653
-0.282904,0.00144657
-0.282816,7.65905e-05
-0.282722,-0.0012934
-0.282623,-0.00266336
-0.282518,-0.00403326
-0.282407,-0.00540309
-0.282291,-0.00677281
-0.28217,-0.0081424
-0.282043,-0.00951183
-0.28191,-0.0108811
-0.281772,-0.0122501
-0.281628,-0.0136189
-0.281479,-0.0149874
-0.281324,-0.0163556
-0.281163,-0.0177235
-0.280997,-0.019091
-0.280825,-0.0204582
-0.280648,-0.0218249
-0.280465,-0.0231912
-0.280276,-0.0245571
-0.280082,-0.0259225
-0.279882,-0.0272873
-0.279677,-0.0286516
-0.279466,-0.0300153
-0.279249,-0.0313784
-0.279027,-0.0327409
-0.2788,-0.0341028
-0.278566,-0.0354639
-0.278327,-0.0368244
-0.278083,-0.0381841
-0.277833,-0.039543
-0.277577,-0.0409011
-0.277316,-0.0422584
-0.277049,-0.0436149
-0.276776,-0.0449705
-0.276498,-0.0463252
-0.276215,-0.0476789
-0.275925,-0.0490317
-0.27563,-0.0503835
-0.27533,-0.0517342
-0.275024,-0.0530839
-0.274713,-0.0544326
-0.274396,-0.0557801
-0.274073,-0.0571265
-0.273745,-0.0584718
-0.273411,-0.0598158
-0.273072,-0.0611587
-0.272727,-0.0625003
-0.272376,-0.0638406
-0.27202,-0.0651796
-0.271659,-0.0665174
-0.271292,-0.0678537
-0.270919,-0.0691887
-0.270541,-0.0705222
-0.270158,-0.0718544
-0.269768,-0.073185
-0.269374,-0.0745142
-0.268974,-0.0758419
-0.268568,-0.077168
-0.268157,-0.0784925
-0.267741,-0.0798154
-0.267319,-0.0811367
-0.266891,-0.0824563
-0.266458,-0.0837743
-0.26602,-0.0850905
-0.265576,-0.086405
-0.265127,-0.0877178
-0.264672,-0.0890287
-0.264212,-0.0903378
-0.263747,-0.0916451
-0.263276,-0.0929505
-0.2628,-0.094254
-0.262318,-0.0955556
-0.261831,-0.0968552
-0.261339,-0.0981528
-0.260841,-0.0994484
-0.260338,-0.100742
-0.25983,-0.102034
-0.259316,-0.103323
-0.258797,-0.10461
-0.258273,-0.105895
-0.257743,-0.107178
-0.257208,-0.108459
-0.256668,-0.109738
-0.256123,-0.111014
-0.255572,-0.112288
-0.255016,-0.11356
-0.254455,-0.114829
-0.253889,-0.116097
-0.253317,-0.117361
-0.25274,-0.118624
-0.252159,-0.119883
-0.251571,-0.121141
-0.250979,-0.122396
-0.250382,-0.123648
-0.24978,-0.124898
-0.249172,-0.126145
-0.248559,-0.12739
-0.247942,-0.128632
-0.247319,-0.129872
-0.246691,-0.131109
-0.246058,-0.132343
-0.24542,-0.133575
-0.244777,-0.134803
-0.244129,-0.136029
-0.243477,-0.137253
-0.242819,-0.138473
-0.242156,-0.139691
-0.241488,-0.140906
-0.240816,-0.142118
-0.240138,-0.143327
-0.239455,-0.144533
-0.238768,-0.145736
-0.238076,-0.146936
-0.237379,-0.148133
-0.236677,-0.149327
-0.23597,-0.150519
-0.235259,-0.151707
-0.234543,-0.152892
-0.233822,-0.154074
-0.233096,-0.155253
-0.232366,-0.156428
-0.231631,-0.157601
-0.230891,-0.15877
-0.230146,-0.159936
-0.229397,-0.161099
-0.228643,-0.162259
-0.227885,-0.163415
-0.227122,-0.164568
-0.226354,-0.165718
-0.225582,-0.166864
-0.224805,-0.168007
-0.224024,-0.169147
-0.223238,-0.170283
-0.222448,-0.171416
-0.221654,-0.172545
-0.220854,-0.173671
-0.220051,-0.174793
-0.219243,-0.175912
-0.218431,-0.177028
-0.217614,-0.17814
-0.216793,-0.179248
-0.215967,-0.180353
-0.215138,-0.181454
-0.214304,-0.182551
-0.213465,-0.183645
-0.212623,-0.184735
-0.211776,-0.185822
-0.210925,-0.186905
-0.21007,-0.187984
-0.209211,-0.189059
-0.208347,-0.190131
-0.20748,-0.191199
-0.206608,-0.192263
-0.205732,-0.193323
-0.204852,-0.194379
-0.203968,-0.195432
-0.20308,-0.196481
-0.202188,-0.197526
-0.201293,-0.198567
-0.200393,-0.199604
-0.199489,-0.200637
-0.198581,-0.201666
-0.19767,-0.202692
-0.196754,-0.203713
-0.195835,-0.204731
-0.194912,-0.205744
-0.193985,-0.206753
-0.193054,-0.207759
-0.19212,-0.20876
-0.191182,-0.209757
-0.19024,-0.21075
-0.189294,-0.211739
-0.188345,-0.212724
-0.187392,-0.213705
-0.186435,-0.214682
-0.185475,-0.215655
-0.184512,-0.216623
-0.183544,-0.217587
-0.182574,-0.218547
-0.181599,-0.219503
-0.180622,-0.220455
-0.17964,-0.221403
-0.178656,-0.222346
-0.177668,-0.223285
-0.176676,-0.224219
-0.175681,-0.22515
-0.174683,-0.226076
-0.173682,-0.226998
-0.172677,-0.227915
-0.171669,-0.228829
-0.170658,-0.229738
-0.169643,-0.230642
-0.168625,-0.231542
-0.167604,-0.232438
-0.16658,-0.23333
-0.165553,-0.234217
-0.164523,-0.235099
-0.163489,-0.235978
-0.162453,-0.236852
-0.161414,-0.237721
-0.160371,-0.238586
-0.159326,-0.239447
-0.158277,-0.240303
-0.157226,-0.241154
-0.156171,-0.242002
-0.155114,-0.242844
-0.154054,-0.243683
-0.152991,-0.244516
-0.151926,-0.245345
-0.150857,-0.24617
-0.149786,-0.24699
-0.148712,-0.247806
-0.147635,-0.248617
-0.146556,-0.249424
-0.145473,-0.250226
-0.144389,-0.251023
-0.143301,-0.251816
-0.142211,-0.252604
-0.141119,-0.253388
-0.140024,-0.254167
-0.138926,-0.254942
-0.137826,-0.255712
-0.136723,-0.256477
-0.135618,-0.257238
-0.13451,-0.257994
-0.1334,-0.258745
-0.132288,-0.259492
-0.131173,-0.260234
-0.130056,-0.260972
-0.128937,-0.261705
-0.127815,-0.262433
-0.126691,-0.263157
-0.125565,-0.263876
-0.124437,-0.26459
-0.123306,-0.2653
-0.122173,-0.266005
-0.121039,-0.266705
-0.119901,-0.2674
-0.118762,-0.268091
-0.117621,-0.268778
-0.116478,-0.269459
-0.115333,-0.270136
-0.114185,-0.270808
-0.113036,-0.271476
-0.111885,-0.272138
-0.110732,-0.272796
-0.109577,-0.27345
-0.10842,-0.274098
-0.107261,-0.274742
-0.1061,-0.275382
-0.104938,-0.276016
-0.103773,-0.276646
-0.102607,-0.277271
-0.10144,-0.277891
-0.10027,-0.278507
-0.0990988,-0.279118
-0.0979259,-0.279724
-0.0967514,-0.280325
-0.0955752,-0.280922
-0.0943974,-0.281514
-0.093218,-0.282101
-0.0920371,-0.282684
-0.0908546,-0.283262
-0.0896706,-0.283835
-0.0884852,-0.284403
-0.0872982,-0.284967
-0.0861098,-0.285526
-0.08492,-0.28608
-0.0837287,-0.286629
-0.0825361,-0.287174
-0.0813422,-0.287714
-0.0801469,-0.288249
-0.0789502,-0.28878
-0.0777523,-0.289306
-0.0765531,-0.289827
-0.0753527,-0.290343
-0.0741511,-0.290855
-0.0729482,-0.291362
-0.0717442,-0.291864
-0.070539,-0.292362
-0.0693327,-0.292854
-0.0681252,-0.293342
-0.0669167,-0.293826
-0.0657071,-0.294304
-0.0644964,-0.294778
-0.0632847,-0.295248
-0.062072,-0.295712
-0.0608583,-0.296172
-0.0596437,-0.296627
-0.0584281,-0.297078
-0.0572116,-0.297524
-0.0559942,-0.297965
-0.0547759,-0.298401
-0.0535567,-0.298833
-0.0523368,-0.29926
-0.051116,-0.299683
-0.0498944,-0.3001
-0.048672,-0.300513
-0.0474488,-0.300922
-0.046225,-0.301326
-0.0450004,-0.301725
-0.0437751,-0.302119
-0.0425492,-0.302509
-0.0413226,-0.302894
-0.0400954,-0.303275
-0.0388675,-0.303651
-0.0376391,-0.304022
-0.0364101,-0.304389
-0.0351806,-0.304751
-0.0339505,-0.305108
-0.0327199,-0.305461
-0.0314888,-0.30581
-0.0302572,-0.306153
-0.0290252,-0.306492
-0.0277927,-0.306827
-0.0265599,-0.307157
-0.0253266,-0.307482
-0.024093,-0.307803
-0.022859,-0.308119
-0.0216246,-0.308431
-0.02039,-0.308738
-0.019155,-0.30904
-0.0179198,-0.309339
-0.0166843,-0.309632
-0.0154486,-0.309921
-0.0142126,-0.310205
-0.0129764,-0.310485
-0.0117401,-0.310761
-0.0105035,-0.311032
-0.00926684,-0.311298
-0.00803002,-0.31156
-0.00679309,-0.311818
-0.00555606,-0.312071
-0.00431895,-0.312319
-0.00308178,-0.312563
-0.00184456,-0.312803
-0.000607322,-0.313038
0.000629928,-0.313269
0.00186717,-0.313495
0.00310438,-0.313717
0.00434156,-0.313934
0.00557867,-0.314147
0.0068157,-0.314356
0.00805264,-0.31456
0.00928946,-0.31476
0.0105262,-0.314955
0.0117627,-0.315147
0.0129991,-0.315333
0.0142353,-0.315516
0.0154713,-0.315694
0.0167071,-0.315867
0.0179427,-0.316037
0.019178,-0.316202
0.0204131,-0.316362
0.0216478,-0.316519
0.0228823,-0.316671
0.0241165,-0.316819
0.0253504,-0.316962
0.0265839,-0.317101
0.027817,-0.317236
0.0290498,-0.317367
0.0302822,-0.317494
0.0315142,-0.317616
0.0327457,-0.317734
0.0339769,-0.317848
0.0352075,-0.317957
0.0364378,-0.318062
0.0376675,-0.318163
0.0388967,-0.31826
0.0401254,-0.318353
0.0413536,-0.318442
0.0425813,-0.318526
0.0438084,-0.318606
0.0450349,-0.318682
0.0462609,-0.318754
0.0474862,-0.318822
0.048711,-0.318886
0.0499351,-0.318946
0.0511585,-0.319001
0.0523813,-0.319053
0.0536035,-0.3191
0.0548249,-0.319143
0.0560457,-0.319182
0.0572657,-0.319217
0.058485,-0.319249
0.0597036,-0.319276
0.0609214,-0.319299
0.0621385,-0.319318
0.0633548,-0.319333
0.0645702,-0.319344
0.0657849,-0.319351
0.0669988,-0.319354
0.0682118,-0.319353
0.069424,-0.319348
0.0706353,-0.319339
0.0718458,-0.319326
0.0730553,-0.31931
0.074264,-0.319289
0.0754717,-0.319264
0.0766786,-0.319236
0.0778845,-0.319204
0.0790894,-0.319167
0.0802934,-0.319127
0.0814964,-0.319083
0.0826985,-0.319035
0.0838995,-0.318984
0.0850996,-0.318928
0.0862986,-0.318869
0.0874966,-0.318806
0.0886935,-0.318739
0.0898894,-0.318668
0.0910842,-0.318594
0.0922779,-0.318516
0.0934706,-0.318434
0.0946621,-0.318348
0.0958526,-0.318258
0.0970419,-0.318165
0.0982301,-0.318068
0.0994171,-0.317967
0.100603,-0.317863
0.101788,-0.317755
0.102971,-0.317643
0.104154,-0.317528
0.105335,-0.317409
0.106515,-0.317286
0.107693,-0.31716
0.108871,-0.31703
0.110047,-0.316896
0.111222,-0.316759
0.112396,-0.316618
0.113568,-0.316473
0.114739,-0.316325
0.115909,-0.316174
0.117078,-0.316019
0.118245,-0.31586
0.119411,-0.315698
0.120575,-0.315532
0.121739,-0.315363
0.122901,-0.31519
0.124061,-0.315014
0.12522,-0.314834
0.126378,-0.314651
0.127534,-0.314464
0.128689,-0.314274
