omega,amp_a0.01,amp_a0.10,amp_a0.50,amp_a1.00
0.580000000000,1.505816576127,1.501165176437,1.380783922023,1.134589477046
0.590000000000,1.534271078304,1.527645364356,1.397492143006,1.137309441521
0.600000000000,1.563160890446,1.555622737193,1.414728773156,1.139861543514
0.610000000000,1.593850566382,1.585107491761,1.432538753462,1.142250715105
0.620000000000,1.624896872988,1.616188488763,1.450797105762,1.144508959543
0.630000000000,1.658559867579,1.649052768609,1.469641783002,1.146556832165
0.640000000000,1.693393320487,1.683832916924,1.489040018208,1.148413451213
0.650000000000,1.732611656096,1.720666132034,1.508993206314,1.150051877908
0.660000000000,1.771204668522,1.759718294732,1.529465895341,1.151466743325
0.670000000000,1.814075913913,1.801197809390,1.550480379857,1.152640320006
0.680000000000,1.859673239250,1.845326439537,1.572022548046,1.153556354767
0.690000000000,1.907182383132,1.892302825460,1.594057151779,1.154192169655
0.700000000000,1.961093829359,1.942472894067,1.616622804768,1.154565903134
0.710000000000,2.015721811137,1.996065360348,1.639649366982,1.154588453517
0.720000000000,2.075468553928,2.053469363801,1.663015437050,1.154370324651
0.730000000000,2.141352426389,2.115041927450,1.686806423991,1.153795999642
0.740000000000,2.208218083842,2.181310607276,1.710952833295,1.152897504196
0.750000000000,2.285998748298,2.252730572329,1.735330523961,1.151640524386
0.760000000000,2.365930471428,2.329859097326,1.759913971304,1.150030203708
0.770000000000,2.455528022385,2.413461699644,1.784596165732,1.148040818543
0.780000000000,2.553953386428,2.504253108608,1.809256890871,1.145689344229
0.790000000000,2.657199047093,2.603252078349,1.833763754584,1.142918941016
0.800000000000,2.779095585346,2.711407041283,1.858141337219,1.139812382813
0.810000000000,2.904038090191,2.830151375252,1.882038213913,1.136285325653
0.820000000000,3.053328389388,2.960922310261,1.905303649293,1.132391687169
0.830000000000,3.212054843836,3.105553063275,1.927906542646,1.128090554150
0.840000000000,3.394043197058,3.266148385151,1.949542349983,1.123389637624
0.850000000000,3.605184302655,3.445305223027,1.970044218328,1.118294216196
0.860000000000,3.833905438384,3.646231322913,1.989109920299,1.112788835715
0.870000000000,4.116812930809,3.872710208982,2.006571965818,1.106937841302
0.880000000000,4.425166471588,4.129222625596,2.022232300995,1.100678794159
0.890000000000,4.810186358824,4.421482021482,2.035789998226,1.094050892219
0.900000000000,5.254678406699,4.756146347095,2.047065543190,1.087045571282
0.910000000000,5.811184427145,5.140977838300,2.055809780378,1.079711327643
0.920000000000,6.497218515199,5.584726853042,2.061827103470,1.072028365284
0.930000000000,7.390931413823,6.096411250438,2.064922457960,1.063991149497
0.940000000000,8.551985160555,6.683144040769,2.065077337690,1.055666114892
0.950000000000,10.239177256369,7.345236350573,2.062065170762,1.047026840288
0.960000000000,12.609030316044,8.067281051128,2.055892297330,1.038108909849
0.970000000000,16.779639807948,8.803009833000,2.046484708467,1.028915831299
0.980000000000,24.343089489517,9.459845300330,2.033995581809,1.019466503478
0.990000000000,45.326807546057,9.901857190798,2.018279589828,1.009822972357
1.000000000000,99.187085745281,9.999036311628,1.999807335733,0.999903674224
1.010000000000,44.784814134030,9.709516228355,1.978438995739,0.989806224833
1.020000000000,23.832446747691,9.114004805222,1.954435396586,0.979516174747
1.030000000000,16.272140986223,8.357173407272,1.928260058401,0.969079567923
1.040000000000,12.105840720610,7.563872790734,1.899645327260,0.958484546376
1.050000000000,9.721442240575,6.814248674339,1.869267007724,0.947745197438
1.060000000000,8.049765063000,6.140789540184,1.837289871958,0.936954130962
1.070000000000,6.878699752323,5.551096706338,1.803897746827,0.926024824007
1.080000000000,6.004725867374,5.040314143783,1.769508708729,0.915015396764
1.090000000000,5.302554238425,4.599302421878,1.734264795081,0.903968103665
1.100000000000,4.757917289184,4.217637101239,1.698323986083,0.892862125728
1.110000000000,4.303559268553,3.886354645446,1.662093881931,0.881706274026
1.120000000000,3.924401638837,3.597094051235,1.625597118130,0.870567407094
1.130000000000,3.610208009333,3.343252170680,1.589095165648,0.859416660464
1.140000000000,3.330956873326,3.119194911829,1.552744870221,0.848278720473
1.150000000000,3.099578935705,2.920204767993,1.516660767958,0.837150812943
1.160000000000,2.889080048143,2.742729841630,1.480942524271,0.826086446757
1.170000000000,2.707714358160,2.583551768192,1.445716747630,0.815030829112
1.180000000000,2.551231266770,2.440037995702,1.411124897122,0.804071974869
1.190000000000,2.399085587920,2.310282611608,1.377099603195,0.793129060701
1.200000000000,2.275521774995,2.192339886719,1.343821429711,0.782273139233
1.210000000000,2.150964410087,2.084775915591,1.311308791279,0.771536280499
1.220000000000,2.048504996617,1.986332831915,1.279655093324,0.760818484263
1.230000000000,1.948079960406,1.895684324791,1.248503352233,0.750241294024
1.240000000000,1.860075343315,1.812255682391,1.218402114703,0.739782184194
1.250000000000,1.776643140512,1.735163050439,1.189055154284,0.729401164751
1.260000000000,1.701399617220,1.663709692115,1.160593864669,0.719170614216
1.270000000000,1.629864361401,1.597351617103,1.132850216441,0.708990972660
1.280000000000,1.566437919725,1.535546904196,1.106023861991,0.698987672593
1.290000000000,1.503475197318,1.477898356015,1.079983131815,0.689099349700
1.300000000000,1.450382766793,1.423876633880,1.054736523714,0.679344454952
1.310000000000,1.393863969138,1.373372571404,1.030223801319,0.669679783358
1.320000000000,1.347454499309,1.325929809165,1.006505147379,0.660180982706
1.330000000000,1.298367867699,1.281224105544,0.983544403057,0.650835910796
1.340000000000,1.256397333100,1.239243813575,0.961253000285,0.641580384402
1.350000000000,1.217106425569,1.199585500489,0.939642649350,0.632449219838
1.360000000000,1.175890827864,1.161995441959,0.918752066429,0.623493769279
1.370000000000,1.141614805518,1.126499731168,0.898504073260,0.614655485731
1.380000000000,1.104526621296,1.092967789931,0.878928632062,0.606030995032
1.390000000000,1.073520809697,1.060894247840,0.859910900608,0.597392583774
1.400000000000,1.041226011846,1.030593563106,0.841524752604,0.588982941626
1.410000000000,1.012195961534,1.001697026214,0.823629547229,0.580671909088
1.420000000000,0.983573083459,0.974156245517,0.806432991022,0.572480029860
1.430000000000,0.956941005933,0.948005389601,0.789647420692,0.564528410752
1.440000000000,0.930820193676,0.922988121249,0.773427393542,0.556634365170
1.450000000000,0.907064691697,0.899117444288,0.757673585599,0.548852152400
1.460000000000,0.882724704416,0.876311060678,0.742436789825,0.541266946023
1.470000000000,0.861348801703,0.854361095046,0.727630529341,0.533715735647
1.480000000000,0.838951458376,0.833457884355,0.713300979991,0.526371249707
1.490000000000,0.819180161052,0.813370566294,0.699357293916,0.519139166174
1.500000000000,0.799050137729,0.794132923118,0.685832677120,0.512035372545
1.510000000000,0.780212357691,0.775624438203,0.672721497043,0.505038956492
1.520000000000,0.764162672884,0.757866103717,0.659979459954,0.498188038377
1.530000000000,0.744403764041,0.740790774364,0.647637013575,0.491389034810
1.540000000000,0.729754221525,0.724330446097,0.635580475767,0.484791522784
1.550000000000,0.711543011891,0.708601280971,0.623987129736,0.478262246380
1.560000000000,0.697720913014,0.693283550249,0.612575925554,0.471859077077
1.570000000000,0.683445789681,0.678439175611,0.601484860392,0.465471770440
1.580000000000,0.667973974131,0.664428864646,0.590835724096,0.459434523300
1.590000000000,0.655011167499,0.650648374577,0.580256588965,0.453209706672
1.600000000000,0.640412777909,0.637495363995,0.570230764624,0.447388533259
1.610000000000,0.628497471771,0.624691284315,0.560368411983,0.441514081492
1.620000000000,0.615535218103,0.612376851056,0.550777047101,0.435776842275
1.630000000000,0.603699695541,0.600461337242,0.541424945349,0.430125156696
1.640000000000,0.591842624296,0.588922172476,0.532303839605,0.424566813163
1.650000000000,0.580507513082,0.577707011022,0.523456284523,0.419105554892
1.660000000000,0.569484698260,0.566911205538,0.514806987928,0.413764030057
1.670000000000,0.558777281786,0.556430591699,0.506399543564,0.408526203234
1.680000000000,0.548415564989,0.546252591178,0.498182750840,0.403336868435
1.690000000000,0.538517166795,0.536383109209,0.490191932997,0.398249436825
1.700000000000,0.528700208507,0.526826197671,0.482391398010,0.393237487063
1.710000000000,0.519292308469,0.517567946815,0.474795772139,0.388378966358
1.720000000000,0.510259983926,0.508604081130,0.467424553815,0.383485581693
1.730000000000,0.501039910473,0.499731579483,0.460143972045,0.378812991046
1.740000000000,0.493418272857,0.491243610174,0.453079784238,0.374166150491
1.750000000000,0.483926704873,0.482974169622,0.446199658134,0.369592652755
1.760000000000,0.476606376035,0.474914712898,0.439479088243,0.365094428995
1.770000000000,0.467926736132,0.467036948372,0.432991819964,0.360522941335
1.780000000000,0.460675371745,0.459472801026,0.426482549045,0.356336287919
1.790000000000,0.454413637996,0.452058696136,0.420230783372,0.352068202467
1.800000000000,0.445653189961,0.444835323560,0.414106125573,0.347888807418
1.810000000000,0.439952685739,0.437822362016,0.408117283074,0.343741810097
1.820000000000,0.431440336125,0.431083756751,0.402237693754,0.339610153800
1.830000000000,0.425934049248,0.424275748963,0.396563760262,0.335710607985
1.840000000000,0.419913521379,0.417791808382,0.390964782418,0.331809188782
1.850000000000,0.412588875801,0.411487756729,0.385491779284,0.327926040246
1.860000000000,0.407345268124,0.405258761163,0.380156526218,0.324177026185
1.870000000000,0.400029428049,0.399234638686,0.374921367795,0.320441235687
1.880000000000,0.395090488114,0.393313772323,0.369779747756,0.316759028961
1.890000000000,0.389038613565,0.387626743625,0.364821837687,0.313197508387
1.900000000000,0.383415285950,0.381942198684,0.359867579888,0.309616157969
1.910000000000,0.378020666355,0.376509217442,0.355096118447,0.306164627293
1.920000000000,0.372281345660,0.371167967249,0.350402486991,0.302724307320
1.930000000000,0.367330152558,0.365941672701,0.345806839038,0.299358164806
1.940000000000,0.361698133208,0.360801168566,0.341301051252,0.296058695308
1.950000000000,0.357013959042,0.355793444523,0.336884686280,0.292791651622
1.960000000000,0.351857428499,0.350954141136,0.332560383700,0.289555454379
1.970000000000,0.347196264502,0.346168464776,0.328302357875,0.286411838285
1.980000000000,0.342299827835,0.341478312176,0.324143496400,0.283330594502
1.990000000000,0.337756855613,0.336963853648,0.320059269905,0.280269701218
2.000000000000,0.333231968315,0.332426546829,0.316115011606,0.277240151060
