-0.000000000e+00,3.172793350e-02,6.342391966e-02,9.505604330e-02,1.265924536e-01,1.580013960e-01,1.892512444e-01,2.203105328e-01,2.511479872e-01,2.817325568e-01,3.120334457e-01,3.420201433e-01,3.716624557e-01,4.009305354e-01,4.297949121e-01,4.582265217e-01,4.861967361e-01,5.136773916e-01,5.406408175e-01,5.670598639e-01,5.929079291e-01,6.181589862e-01,6.427876097e-01,6.667690005e-01,6.900790115e-01,7.126941714e-01,7.345917087e-01,7.557495744e-01,7.761464643e-01,7.957618405e-01,8.145759521e-01,8.325698546e-01,8.497254299e-01,8.660254038e-01,8.814533634e-01,8.959937743e-01,9.096319954e-01,9.223542941e-01,9.341478603e-01,9.450008187e-01,9.549022414e-01,9.638421586e-01,9.718115683e-01,9.788024462e-01,9.848077530e-01,9.898214419e-01,9.938384645e-01,9.968547760e-01,9.988673392e-01,9.998741277e-01,9.998741277e-01,9.988673392e-01,9.968547760e-01,9.938384645e-01,9.898214419e-01,9.848077530e-01,9.788024462e-01,9.718115683e-01,9.638421586e-01,9.549022414e-01,9.450008187e-01,9.341478603e-01,9.223542941e-01,9.096319954e-01,8.959937743e-01,8.814533634e-01,8.660254038e-01,8.497254299e-01,8.325698546e-01,8.145759521e-01,7.957618405e-01,7.761464643e-01,7.557495744e-01,7.345917087e-01,7.126941714e-01,6.900790115e-01,6.667690005e-01,6.427876097e-01,6.181589862e-01,5.929079291e-01,5.670598639e-01,5.406408175e-01,5.136773916e-01,4.861967361e-01,4.582265217e-01,4.297949121e-01,4.009305354e-01,3.716624557e-01,3.420201433e-01,3.120334457e-01,2.817325568e-01,2.511479872e-01,2.203105328e-01,1.892512444e-01,1.580013960e-01,1.265924536e-01,9.505604330e-02,6.342391966e-02,3.172793350e-02,-0.000000000e+00
-3.172793350e-02,7.465495620e-18,3.166587221e-02,6.323956917e-02,9.469100901e-02,1.259901740e-01,1.571071422e-01,1.880121197e-01,2.186754715e-01,2.490677533e-01,2.791597425e-01,3.089224687e-01,3.383272447e-01,3.673456960e-01,3.959497914e-01,4.241118715e-01,4.518046784e-01,4.790013838e-01,5.056756174e-01,5.318014941e-01,5.573536410e-01,5.823072242e-01,6.066379744e-01,6.303222124e-01,6.533368733e-01,6.756595310e-01,6.972684211e-01,7.181424638e-01,7.382612857e-01,7.576052407e-01,7.761554306e-01,7.938937249e-01,8.108027792e-01,8.268660532e-01,8.420678281e-01,8.563932228e-01,8.698282092e-01,8.823596266e-01,8.939751958e-01,9.046635314e-01,9.144141536e-01,9.232174993e-01,9.310649319e-01,9.379487502e-01,9.438621963e-01,9.487994630e-01,9.527556993e-01,9.557270159e-01,9.577104891e-01,9.587041637e-01,9.587070553e-01,9.577191514e-01,9.557414110e-01,9.527757644e-01,9.488251107e-01,9.438933148e-01,9.379852040e-01,9.311065626e-01,9.232641261e-01,9.144655744e-01,9.047195236e-01,8.940355177e-01,8.824240181e-01,8.698963934e-01,8.564649073e-01,8.421427064e-01,8.269438059e-01,8.108830758e-01,7.939762254e-01,7.762397867e-01,7.576910978e-01,7.383482845e-01,7.182302417e-01,6.973566139e-01,6.757477748e-01,6.534248060e-01,6.304094750e-01,6.067242130e-01,5.823920911e-01,5.574367966e-01,5.318826081e-01,5.057543702e-01,4.790774677e-01,4.518777989e-01,4.241817487e-01,3.960161608e-01,3.674083095e-01,3.383858716e-01,3.089768967e-01,2.792097781e-01,2.491132227e-01,2.187162210e-01,1.880480164e-01,1.571380743e-01,1.260160508e-01,9.471176166e-02,6.325515035e-02,3.167625635e-02,5.183230116e-06,-3.172793350e-02
-6.342391966e-02,-3.166587221e-02,1.107201455e-17,3.154535211e-02,6.294183924e-02,9.416114843e-02,1.251750305e-01,1.559553316e-01,1.864740247e-01,2.167032408e-01,2.466152998e-01,2.761827410e-01,3.053783535e-01,3.341752062e-01,3.625466773e-01,3.904664833e-01,4.179087079e-01,4.448478301e-01,4.712587521e-01,4.971168266e-01,5.223978832e-01,5.470782549e-01,5.711348035e-01,5.945449444e-01,6.172866715e-01,6.393385801e-01,6.606798906e-01,6.812904701e-01,7.011508549e-01,7.202422703e-01,7.385466516e-01,7.560466628e-01,7.727257154e-01,7.885679861e-01,8.035584338e-01,8.176828153e-01,8.309277009e-01,8.432804883e-01,8.547294165e-01,8.652635781e-01,8.748729310e-01,8.835483088e-01,8.912814312e-01,8.980649125e-01,9.038922692e-01,9.087579278e-01,9.126572299e-01,9.155864376e-01,9.175427378e-01,9.185242447e-01,9.185300025e-01,9.175599860e-01,9.156151009e-01,9.126971833e-01,9.088089972e-01,9.039542321e-01,8.981374991e-01,8.913643262e-01,8.836411522e-01,8.749753204e-01,8.653750706e-01,8.548495306e-01,8.434087063e-01,8.310634716e-01,8.178255566e-01,8.037075352e-01,7.887228119e-01,7.728856075e-01,7.562109441e-01,7.387146289e-01,7.204132376e-01,7.013240964e-01,6.814652640e-01,6.608555119e-01,6.395143041e-01,6.174617768e-01,5.947187165e-01,5.713065373e-01,5.472472584e-01,5.225634799e-01,4.972783586e-01,4.714155829e-01,4.449993469e-01,4.180543243e-01,3.906056417e-01,3.626788507e-01,3.342999006e-01,3.054951094e-01,2.762911352e-01,2.467149470e-01,2.167937947e-01,1.865551793e-01,1.560268219e-01,1.252366337e-01,9.421268404e-02,6.298316981e-02,3.157638338e-02,2.068097490e-05,-3.165554931e-02,-6.342391966e-02
-9.505604330e-02,-6.323956917e-02,-3.154535211e-02,-1.846082244e-17,3.136984727e-02,6.253754972e-02,9.347649910e-02,1.241601504e-01,1.545620533e-01,1.846558830e-01,2.144154712e-01,2.438148366e-01,2.728282149e-01,3.014300884e-01,3.295952156e-01,3.572986600e-01,3.845158186e-01,4.112224499e-01,4.373947014e-01,4.630091365e-01,4.880427612e-01,5.124730497e-01,5.362779696e-01,5.594360071e-01,5.819261905e-01,6.037281138e-01,6.248219594e-01,6.451885203e-01,6.648092209e-01,6.836661382e-01,7.017420213e-01,7.190203103e-01,7.354851551e-01,7.511214322e-01,7.659147621e-01,7.798515245e-01,7.929188737e-01,8.051047526e-01,8.163979057e-01,8.267878923e-01,8.362650969e-01,8.448207406e-01,8.524468906e-01,8.591364687e-01,8.648832594e-01,8.696819168e-01,8.735279702e-01,8.764178296e-01,8.783487893e-01,8.793190314e-01,8.793276274e-01,8.783745398e-01,8.764606222e-01,8.735876184e-01,8.697581605e-01,8.649757667e-01,8.592448370e-01,8.525706489e-01,8.449593518e-01,8.364179603e-01,8.269543467e-01,8.165772324e-01,8.052961789e-01,7.931215769e-01,7.800646354e-01,7.661373695e-01,7.513525872e-01,7.357238754e-01,7.192655850e-01,7.019928154e-01,6.839213978e-01,6.650678775e-01,6.454494961e-01,6.250841722e-01,6.039904814e-01,5.821876361e-01,5.596954637e-01,5.365343846e-01,5.127253897e-01,4.882900162e-01,4.632503240e-01,4.376288709e-01,4.114486864e-01,3.847332465e-01,3.575064464e-01,3.297925736e-01,3.016162801e-01,2.730025540e-01,2.439766912e-01,2.145642656e-01,1.847911000e-01,1.546832357e-01,1.242669025e-01,9.356848775e-02,6.261450537e-02,3.143156448e-02,4.633786778e-05,-3.151446985e-02,-6.322415426e-02,-9.505604330e-02
-1.265924536e-01,-9.469100901e-02,-6.294183924e-02,-3.136984727e-02,-9.045983908e-18,3.114270377e-02,6.203326509e-02,9.264671643e-02,1.229581529e-01,1.529427633e-01,1.825758606e-01,2.118329126e-01,2.406895715e-01,2.691217040e-01,2.971054197e-01,3.246171005e-01,3.516334286e-01,3.781314144e-01,4.040884234e-01,4.294822035e-01,4.542909107e-01,4.784931351e-01,5.020679256e-01,5.249948146e-01,5.472538415e-01,5.688255761e-01,5.896911410e-01,6.098322330e-01,6.292311446e-01,6.478707844e-01,6.657346960e-01,6.828070776e-01,6.990727995e-01,7.145174219e-01,7.291272107e-01,7.428891537e-01,7.557909751e-01,7.678211495e-01,7.789689152e-01,7.892242861e-01,7.985780634e-01,8.070218461e-01,8.145480400e-01,8.211498671e-01,8.268213729e-01,8.315574337e-01,8.353537616e-01,8.382069107e-01,8.401142801e-01,8.410741177e-01,8.410855216e-01,8.401484424e-01,8.382636822e-01,8.354328948e-01,8.316585837e-01,8.269440995e-01,8.212936362e-01,8.147122271e-01,8.072057386e-01,7.987808648e-01,7.894451190e-01,7.792068263e-01,7.680751141e-01,7.560599017e-01,7.431718895e-01,7.294225469e-01,7.148240997e-01,6.993895159e-01,6.831324915e-01,6.660674346e-01,6.482094493e-01,6.295743186e-01,6.101784861e-01,5.900390374e-01,5.691736803e-01,5.476007246e-01,5.253390610e-01,5.024081388e-01,4.788279438e-01,4.546189748e-01,4.298022194e-01,4.043991298e-01,3.784315971e-01,3.519219257e-01,3.248928065e-01,2.973672904e-01,2.693687600e-01,2.409209022e-01,2.120476789e-01,1.827732986e-01,1.531221863e-01,1.231189540e-01,9.278837029e-02,6.215532944e-02,3.124482063e-02,8.189652733e-05,-3.130835829e-02,-6.290085921e-02,-9.467055371e-02,-1.265924536e-01
-1.580013960e-01,-1.259901740e-01,-9.416114843e-02,-6.253754972e-02,-3.114270377e-02,-1.594200882e-17,3.086714037e-02,6.143529592e-02,9.168107622e-02,1.215811528e-01,1.511122895e-01,1.802513732e-01,2.089754431e-01,2.372617206e-01,2.650876378e-01,2.924308667e-01,3.192693466e-01,3.455813122e-01,3.713453206e-01,3.965402773e-01,4.211454630e-01,4.451405582e-01,4.685056687e-01,4.912213490e-01,5.132686266e-01,5.346290243e-01,5.552845829e-01,5.752178822e-01,5.944120623e-01,6.128508433e-01,6.305185449e-01,6.474001049e-01,6.634810973e-01,6.787477488e-01,6.931869556e-01,7.067862986e-01,7.195340580e-01,7.314192273e-01,7.424315261e-01,7.525614121e-01,7.618000927e-01,7.701395351e-01,7.775724757e-01,7.840924290e-01,7.896936951e-01,7.943713664e-01,7.981213337e-01,8.009402911e-01,8.028257399e-01,8.037759919e-01,8.037901714e-01,8.028682166e-01,8.010108797e-01,7.982197265e-01,7.944971347e-01,7.898462915e-01,7.842711899e-01,7.777766244e-01,7.703681860e-01,7.620522554e-01,7.528359961e-01,7.427273463e-01,7.317350097e-01,7.198684456e-01,7.071378582e-01,6.935541846e-01,6.791290822e-01,6.638749150e-01,6.478047397e-01,6.309322898e-01,6.132719599e-01,5.948387883e-01,5.756484399e-01,5.557171867e-01,5.350618894e-01,5.136999762e-01,4.916494228e-01,4.689287302e-01,4.455569022e-01,4.215534228e-01,3.969382319e-01,3.717317012e-01,3.459546089e-01,3.196281141e-01,2.927737302e-01,2.654132985e-01,2.375689602e-01,2.092631287e-01,1.805184612e-01,1.513578293e-01,1.218042902e-01,9.188105617e-02,6.161146463e-02,3.101894744e-02,1.269998872e-04,-3.104085073e-02,-6.246107670e-02,-9.411018185e-02,-1.259647337e-01,-1.580013960e-01
-1.892512444e-01,-1.571071422e-01,-1.251750305e-01,-9.347649910e-02,-6.203326509e-02,-3.086714037e-02,3.013943053e-18,3.054624941e-02,6.074970086e-02,9.058847788e-02,1.200407651e-01,1.490848382e-01,1.776990939e-01,2.058620792e-01,2.335525201e-01,2.607493501e-01,2.874317382e-01,3.135791162e-01,3.391712057e-01,3.641880441e-01,3.886100109e-01,4.124178523e-01,4.355927062e-01,4.581161261e-01,4.799701040e-01,5.011370937e-01,5.216000324e-01,5.413423619e-01,5.603480495e-01,5.786016078e-01,5.960881137e-01,6.127932269e-01,6.287032075e-01,6.438049329e-01,6.580859140e-01,6.715343102e-01,6.841389440e-01,6.958893149e-01,7.067756119e-01,7.167887254e-01,7.259202588e-01,7.341625384e-01,7.415086226e-01,7.479523112e-01,7.534881521e-01,7.581114488e-01,7.618182658e-01,7.646054336e-01,7.664705531e-01,7.674119983e-01,7.674289186e-01,7.665212402e-01,7.646896665e-01,7.619356774e-01,7.582615278e-01,7.536702453e-01,7.481656268e-01,7.417522342e-01,7.344353892e-01,7.262211673e-01,7.171163906e-01,7.071286198e-01,6.962661456e-01,6.845379784e-01,6.719538384e-01,6.585241432e-01,6.442599957e-01,6.291731710e-01,6.132761017e-01,5.965818632e-01,5.791041575e-01,5.608572965e-01,5.418561848e-01,5.221163007e-01,5.016536774e-01,4.804848830e-01,4.586269994e-01,4.360976016e-01,4.129147345e-01,3.890968909e-01,3.646629871e-01,3.396323394e-01,3.140246382e-01,2.878599233e-01,2.611585573e-01,2.339411989e-01,2.062287752e-01,1.780424547e-01,1.494036177e-01,1.203338284e-01,9.085480506e-02,6.098839007e-02,3.075651992e-02,1.811944294e-04,-3.071555430e-02,-6.191169326e-02,-9.338522026e-02,-1.251141960e-01,-1.570767762e-01,-1.892512444e-01
-2.203105328e-01,-1.880121197e-01,-1.559553316e-01,-1.241601504e-01,-9.264671643e-02,-6.143529592e-02,-3.054624941e-02,-4.247170602e-18,3.018299776e-02,5.998228883e-02,8.937744808e-02,1.183481105e-01,1.468740006e-01,1.749349620e-01,2.025109860e-01,2.295822397e-01,2.561290939e-01,2.821321506e-01,3.075722693e-01,3.324305934e-01,3.566885756e-01,3.803280032e-01,4.033310222e-01,4.256801610e-01,4.473583540e-01,4.683489633e-01,4.886358012e-01,5.082031508e-01,5.270357866e-01,5.451189944e-01,5.624385897e-01,5.789809364e-01,5.947329641e-01,6.096821846e-01,6.238167081e-01,6.371252583e-01,6.495971866e-01,6.612224854e-01,6.719918014e-01,6.818964470e-01,6.909284112e-01,6.990803704e-01,7.063456970e-01,7.127184683e-01,7.181934742e-01,7.227662234e-01,7.264329497e-01,7.291906165e-01,7.310369216e-01,7.319702993e-01,7.319899235e-01,7.310957088e-01,7.292883105e-01,7.265691247e-01,7.229402866e-01,7.184046681e-01,7.129658749e-01,7.066282419e-01,6.993968284e-01,6.912774122e-01,6.822764823e-01,6.724012316e-01,6.616595477e-01,6.500600037e-01,6.376118474e-01,6.243249899e-01,6.102099937e-01,5.952780591e-01,5.795410101e-01,5.630112802e-01,5.457018957e-01,5.276264601e-01,5.087991360e-01,4.892346271e-01,4.689481595e-01,4.479554613e-01,4.262727427e-01,4.039166743e-01,3.809043652e-01,3.572533402e-01,3.329815161e-01,3.081071781e-01,2.826489544e-01,2.566257914e-01,2.300569269e-01,2.029618638e-01,1.753603430e-01,1.472723153e-01,1.187179130e-01,8.971742136e-02,6.029124902e-02,3.045989816e-02,2.439342923e-04,-3.033604445e-02,-6.125943840e-02,-9.250567779e-02,-1.240542546e-01,-1.558847548e-01,-1.879768904e-01,-2.203105328e-01
-2.511479872e-01,-2.186754715e-01,-1.864740247e-01,-1.545620533e-01,-1.229581529e-01,-9.168107622e-02,-6.074970086e-02,-3.018299776e-02,-4.848263046e-18,2.978022816e-02,5.913862170e-02,8.805614489e-02,1.165138209e-01,1.444927610e-01,1.719741930e-01,1.989394898e-01,2.253701967e-01,2.512480587e-01,2.765550470e-01,3.012733850e-01,3.253855736e-01,3.488744164e-01,3.717230435e-01,3.939149352e-01,4.154339451e-01,4.362643220e-01,4.563907319e-01,4.757982786e-01,4.944725241e-01,5.123995082e-01,5.295657667e-01,5.459583503e-01,5.615648411e-01,5.763733696e-01,5.903726303e-01,6.035518968e-01,6.159010357e-01,6.274105204e-01,6.380714432e-01,6.478755275e-01,6.568151385e-01,6.648832932e-01,6.720736701e-01,6.783806171e-01,6.837991591e-01,6.883250050e-01,6.919545533e-01,6.946848971e-01,6.965138280e-01,6.974398394e-01,6.974621287e-01,6.965805989e-01,6.947958586e-01,6.921092220e-01,6.885227076e-01,6.840390355e-01,6.786616249e-01,6.723945895e-01,6.652427328e-01,6.572115422e-01,6.483071823e-01,6.385364873e-01,6.279069521e-01,6.164267232e-01,6.041045881e-01,5.909499644e-01,5.769728872e-01,5.621839966e-01,5.465945236e-01,5.302162753e-01,5.130616195e-01,4.951434685e-01,4.764752615e-01,4.570709467e-01,4.369449626e-01,4.161122184e-01,3.945880732e-01,3.723883156e-01,3.495291410e-01,3.260271295e-01,3.018992225e-01,2.771626986e-01,2.518351487e-01,2.259344511e-01,1.994787453e-01,1.724864053e-01,1.449760126e-01,1.169663284e-01,8.847626501e-02,5.952485755e-02,3.013123413e-02,3.145862177e-04,-2.990586167e-02,-6.051088275e-02,-9.148127906e-02,-1.227979131e-01,-1.544417396e-01,-1.863938381e-01,-2.186354450e-01,-2.511479872e-01
-2.817325568e-01,-2.490677533e-01,-2.167032408e-01,-1.846558830e-01,-1.529427633e-01,-1.215811528e-01,-9.058847788e-02,-5.998228883e-02,-2.978022816e-02,-1.439207687e-17,2.934066051e-02,5.822401719e-02,8.663236243e-02,1.145480462e-01,1.419535049e-01,1.688312889e-01,1.951640906e-01,2.209347714e-01,2.461263879e-01,2.707222176e-01,2.947057849e-01,3.180608850e-01,3.407716083e-01,3.628223637e-01,3.841979017e-01,4.048833359e-01,4.248641649e-01,4.441262928e-01,4.626560495e-01,4.804402096e-01,4.974660116e-01,5.137211750e-01,5.291939184e-01,5.438729750e-01,5.577476086e-01,5.708076285e-01,5.830434036e-01,5.944458754e-01,6.050065705e-01,6.147176128e-01,6.235717335e-01,6.315622817e-01,6.386832336e-01,6.449292005e-01,6.502954365e-01,6.547778452e-01,6.583729855e-01,6.610780763e-01,6.628910008e-01,6.638103097e-01,6.638352233e-01,6.629656329e-01,6.612021018e-01,6.585458644e-01,6.549988251e-01,6.505635563e-01,6.452432952e-01,6.390419401e-01,6.319640452e-01,6.240148151e-01,6.152000983e-01,6.055263793e-01,5.950007705e-01,5.836310027e-01,5.714254149e-01,5.583929437e-01,5.445431104e-01,5.298860092e-01,5.144322929e-01,4.981931583e-01,4.811803314e-01,4.634060506e-01,4.448830497e-01,4.256245406e-01,4.056441938e-01,3.849561197e-01,3.635748477e-01,3.415153057e-01,3.187927982e-01,2.954229837e-01,2.714218514e-01,2.468056978e-01,2.215911014e-01,1.957948982e-01,1.694341551e-01,1.425261438e-01,1.150883135e-01,8.713826350e-02,5.869371430e-02,2.977247932e-02,3.924352932e-04,-2.942850753e-02,-5.967243574e-02,-9.032146355e-02,-1.213577641e-01,-1.527636009e-01,-1.845213602e-01,-2.166135832e-01,-2.490229988e-01,-2.817325568e-01
