iter,S,delta
997,2.82533,1.82355e-05
998,2.82528,1.81675e-05
999,2.82523,1.80996e-05
1000,2.82518,1.80321e-05
1001,2.82513,1.79648e-05
1002,2.82508,1.78977e-05
1003,2.82503,1.78309e-05
1004,2.82498,1.77643e-05
1005,2.82493,1.7698e-05
1006,2.82488,1.76319e-05
1007,2.82483,1.7566e-05
1008,2.82478,1.75004e-05
1009,2.82473,1.74351e-05
1010,2.82468,1.737e-05
1011,2.82463,1.73051e-05
1012,2.82458,1.72405e-05
1013,2.82453,1.71761e-05
1014,2.82448,1.71119e-05
1015,2.82444,1.7048e-05
1016,2.82439,1.69843e-05
1017,2.82434,1.69208e-05
1018,2.82429,1.68576e-05
1019,2.82425,1.67947e-05
1020,2.8242,1.67319e-05
1021,2.82415,1.66694e-05
1022,2.8241,1.66071e-05
1023,2.82406,1.6545e-05
1024,2.82401,1.64832e-05
1025,2.82397,1.64216e-05
1026,2.82392,1.63602e-05
1027,2.82387,1.62991e-05
1028,2.82383,1.62382e-05
1029,2.82378,1.61775e-05
1030,2.82374,1.6117e-05
1031,2.82369,1.60568e-05
1032,2.82365,1.59968e-05
1033,2.8236,1.5937e-05
1034,2.82356,1.58774e-05
1035,2.82351,1.5818e-05
1036,2.82347,1.57589e-05
1037,2.82342,1.57e-05
1038,2.82338,1.56413e-05
1039,2.82333,1.55828e-05
1040,2.82329,1.55245e-05
1041,2.82325,1.54665e-05
1042,2.8232,1.54086e-05
1043,2.82316,1.5351e-05
1044,2.82312,1.52936e-05
1045,2.82307,1.52364e-05
1046,2.82303,1.51794e-05
1047,2.82299,1.51226e-05
1048,2.82295,1.5066e-05
1049,2.8229,1.50097e-05
1050,2.82286,1.49535e-05
1051,2.82282,1.48976e-05
1052,2.82278,1.48419e-05
1053,2.82273,1.47863e-05
1054,2.82269,1.4731e-05
1055,2.82265,1.46759e-05
1056,2.82261,1.4621e-05
1057,2.82257,1.45663e-05
1058,2.82253,1.45118e-05
1059,2.82249,1.44575e-05
1060,2.82245,1.44034e-05
1061,2.82241,1.43495e-05
1062,2.82237,1.42957e-05
1063,2.82233,1.42422e-05
1064,2.82229,1.41889e-05
1065,2.82225,1.41358e-05
1066,2.82221,1.40829e-05
1067,2.82217,1.40302e-05
1068,2.82213,1.39777e-05
1069,2.82209,1.39253e-05
1070,2.82205,1.38732e-05
1071,2.82201,1.38213e-05
1072,2.82197,1.37695e-05
1073,2.82193,1.3718e-05
1074,2.82189,1.36666e-05
1075,2.82186,1.36154e-05
1076,2.82182,1.35644e-05
1077,2.82178,1.35136e-05
1078,2.82174,1.3463e-05
1079,2.8217,1.34126e-05
1080,2.82167,1.33624e-05
1081,2.82163,1.33123e-05
1082,2.82159,1.32625e-05
1083,2.82155,1.32128e-05
1084,2.82152,1.31633e-05
1085,2.82148,1.3114e-05
1086,2.82144,1.30649e-05
1087,2.82141,1.30159e-05
1088,2.82137,1.29671e-05
1089,2.82133,1.29186e-05
1090,2.8213,1.28702e-05
1091,2.82126,1.28219e-05
1092,2.82122,1.27739e-05
1093,2.82119,1.2726e-05
1094,2.82115,1.26783e-05
1095,2.82112,1.26308e-05
1096,2.82108,1.25835e-05
1097,2.82105,1.25363e-05
1098,2.82101,1.24893e-05
1099,2.82098,1.24425e-05
1100,2.82094,1.23959e-05
1101,2.82091,1.23494e-05
1102,2.82087,1.23031e-05
1103,2.82084,1.2257e-05
1104,2.8208,1.22111e-05
1105,2.82077,1.21653e-05
1106,2.82073,1.21197e-05
1107,2.8207,1.20742e-05
1108,2.82067,1.2029e-05
1109,2.82063,1.19839e-05
1110,2.8206,1.19389e-05
1111,2.82056,1.18942e-05
1112,2.82053,1.18495e-05
1113,2.8205,1.18051e-05
1114,2.82046,1.17608e-05
1115,2.82043,1.17167e-05
1116,2.8204,1.16728e-05
1117,2.82037,1.1629e-05
1118,2.82033,1.15854e-05
1119,2.8203,1.15419e-05
1120,2.82027,1.14986e-05
1121,2.82024,1.14555e-05
1122,2.8202,1.14125e-05
1123,2.82017,1.13697e-05
1124,2.82014,1.13271e-05
1125,2.82011,1.12846e-05
1126,2.82008,1.12422e-05
1127,2.82004,1.12e-05
1128,2.82001,1.1158e-05
1129,2.81998,1.11161e-05
1130,2.81995,1.10744e-05
1131,2.81992,1.10329e-05
1132,2.81989,1.09915e-05
1133,2.81986,1.09502e-05
1134,2.81983,1.09091e-05
1135,2.8198,1.08682e-05
1136,2.81977,1.08274e-05
1137,2.81974,1.07867e-05
1138,2.8197,1.07462e-05
1139,2.81967,1.07059e-05
1140,2.81964,1.06657e-05
1141,2.81961,1.06257e-05
1142,2.81958,1.05858e-05
1143,2.81955,1.0546e-05
1144,2.81953,1.05064e-05
1145,2.8195,1.0467e-05
1146,2.81947,1.04277e-05
1147,2.81944,1.03885e-05
1148,2.81941,1.03495e-05
1149,2.81938,1.03106e-05
1150,2.81935,1.02719e-05
1151,2.81932,1.02333e-05
1152,2.81929,1.01949e-05
1153,2.81926,1.01566e-05
1154,2.81924,1.01185e-05
1155,2.81921,1.00805e-05
1156,2.81918,1.00426e-05
1157,2.81915,1.00049e-05
1158,2.81912,9.96729e-06
1159,2.81909,9.92985e-06
1160,2.81907,9.89254e-06
1161,2.81904,9.85538e-06
1162,2.81901,9.81835e-06
1163,2.81898,9.78146e-06
1164,2.81896,9.7447e-06
1165,2.81893,9.70809e-06
1166,2.8189,9.6716e-06
1167,2.81887,9.63526e-06
1168,2.81885,9.59905e-06
1169,2.81882,9.56297e-06
1170,2.81879,9.52703e-06
1171,2.81877,9.49123e-06
1172,2.81874,9.45555e-06
1173,2.81871,9.42001e-06
1174,2.81869,9.3846e-06
1175,2.81866,9.34932e-06
1176,2.81863,9.31418e-06
1177,2.81861,9.27916e-06
1178,2.81858,9.24428e-06
1179,2.81856,9.20952e-06
1180,2.81853,9.1749e-06
1181,2.8185,9.1404e-06
1182,2.81848,9.10603e-06
1183,2.81845,9.07179e-06
1184,2.81843,9.03768e-06
1185,2.8184,9.00369e-06
1186,2.81838,8.96983e-06
1187,2.81835,8.9361e-06
1188,2.81833,8.90249e-06
1189,2.8183,8.86901e-06
1190,2.81828,8.83565e-06
1191,2.81825,8.80242e-06
1192,2.81823,8.76931e-06
1193,2.8182,8.73632e-06
1194,2.81818,8.70345e-06
1195,2.81815,8.67071e-06
1196,2.81813,8.63809e-06
1197,2.8181,8.60559e-06
1198,2.81808,8.57322e-06
1199,2.81806,8.54096e-06
1200,2.81803,8.50882e-06
1201,2.81801,8.47681e-06
1202,2.81799,8.44491e-06
1203,2.81796,8.41313e-06
1204,2.81794,8.38147e-06
1205,2.81791,8.34993e-06
1206,2.81789,8.3185e-06
1207,2.81787,8.28719e-06
1208,2.81784,8.256e-06
1209,2.81782,8.22493e-06
1210,2.8178,8.19397e-06
1211,2.81777,8.16312e-06
1212,2.81775,8.13239e-06
1213,2.81773,8.10178e-06
1214,2.81771,8.07128e-06
1215,2.81768,8.04089e-06
1216,2.81766,8.01062e-06
1217,2.81764,7.98046e-06
1218,2.81762,7.95041e-06
1219,2.81759,7.92047e-06
1220,2.81757,7.89065e-06
1221,2.81755,7.86093e-06
1222,2.81753,7.83133e-06
1223,2.81751,7.80184e-06
1224,2.81748,7.77246e-06
1225,2.81746,7.74318e-06
1226,2.81744,7.71402e-06
1227,2.81742,7.68496e-06
1228,2.8174,7.65602e-06
1229,2.81738,7.62718e-06
1230,2.81735,7.59845e-06
1231,2.81733,7.56982e-06
1232,2.81731,7.5413e-06
1233,2.81729,7.51289e-06
1234,2.81727,7.48459e-06
1235,2.81725,7.45639e-06
1236,2.81723,7.42829e-06
1237,2.81721,7.4003e-06
1238,2.81719,7.37242e-06
1239,2.81716,7.34464e-06
1240,2.81714,7.31696e-06
1241,2.81712,7.28938e-06
1242,2.8171,7.26191e-06
1243,2.81708,7.23454e-06
1244,2.81706,7.20728e-06
1245,2.81704,7.18011e-06
1246,2.81702,7.15305e-06
1247,2.817,7.12608e-06
1248,2.81698,7.09922e-06
1249,2.81696,7.07246e-06
1250,2.81694,7.0458e-06
1251,2.81692,7.01923e-06
1252,2.8169,6.99277e-06
1253,2.81688,6.9664e-06
1254,2.81686,6.94014e-06
1255,2.81684,6.91397e-06
1256,2.81682,6.8879e-06
1257,2.81681,6.86192e-06
1258,2.81679,6.83605e-06
1259,2.81677,6.81027e-06
1260,2.81675,6.78458e-06
1261,2.81673,6.75899e-06
1262,2.81671,6.7335e-06
1263,2.81669,6.7081e-06
1264,2.81667,6.6828e-06
1265,2.81665,6.65759e-06
1266,2.81663,6.63248e-06
1267,2.81662,6.60746e-06
1268,2.8166,6.58253e-06
1269,2.81658,6.5577e-06
1270,2.81656,6.53295e-06
1271,2.81654,6.50831e-06
1272,2.81652,6.48375e-06
1273,2.81651,6.45928e-06
1274,2.81649,6.43491e-06
1275,2.81647,6.41063e-06
1276,2.81645,6.38643e-06
1277,2.81643,6.36233e-06
1278,2.81642,6.33832e-06
1279,2.8164,6.3144e-06
1280,2.81638,6.29057e-06
1281,2.81636,6.26682e-06
1282,2.81635,6.24317e-06
1283,2.81633,6.2196e-06
1284,2.81631,6.19612e-06
1285,2.81629,6.17273e-06
1286,2.81628,6.14943e-06
1287,2.81626,6.12621e-06
1288,2.81624,6.10308e-06
1289,2.81622,6.08004e-06
1290,2.81621,6.05708e-06
1291,2.81619,6.03421e-06
1292,2.81617,6.01142e-06
1293,2.81616,5.98872e-06
1294,2.81614,5.96611e-06
1295,2.81612,5.94357e-06
1296,2.81611,5.92113e-06
1297,2.81609,5.89876e-06
1298,2.81607,5.87648e-06
1299,2.81606,5.85429e-06
1300,2.81604,5.83217e-06
1301,2.81602,5.81014e-06
1302,2.81601,5.78819e-06
1303,2.81599,5.76633e-06
1304,2.81597,5.74454e-06
1305,2.81596,5.72284e-06
1306,2.81594,5.70121e-06
1307,2.81593,5.67967e-06
1308,2.81591,5.65821e-06
1309,2.81589,5.63683e-06
1310,2.81588,5.61553e-06
1311,2.81586,5.59431e-06
1312,2.81585,5.57317e-06
1313,2.81583,5.5521e-06
1314,2.81582,5.53112e-06
1315,2.8158,5.51021e-06
1316,2.81579,5.48939e-06
1317,2.81577,5.46864e-06
1318,2.81575,5.44796e-06
1319,2.81574,5.42737e-06
1320,2.81572,5.40685e-06
1321,2.81571,5.38641e-06
1322,2.81569,5.36605e-06
1323,2.81568,5.34576e-06
1324,2.81566,5.32554e-06
1325,2.81565,5.30541e-06
1326,2.81563,5.28535e-06
1327,2.81562,5.26536e-06
1328,2.8156,5.24545e-06
1329,2.81559,5.22561e-06
1330,2.81558,5.20585e-06
1331,2.81556,5.18616e-06
1332,2.81555,5.16654e-06
1333,2.81553,5.147e-06
1334,2.81552,5.12753e-06
1335,2.8155,5.10813e-06
1336,2.81549,5.08881e-06
1337,2.81547,5.06956e-06
1338,2.81546,5.05038e-06
1339,2.81545,5.03127e-06
1340,2.81543,5.01224e-06
1341,2.81542,4.99327e-06
1342,2.8154,4.97438e-06
1343,2.81539,4.95555e-06
1344,2.81538,4.9368e-06
1345,2.81536,4.91812e-06
1346,2.81535,4.89951e-06
1347,2.81533,4.88096e-06
1348,2.81532,4.86249e-06
1349,2.81531,4.84409e-06
1350,2.81529,4.82575e-06
1351,2.81528,4.80748e-06
1352,2.81527,4.78928e-06
1353,2.81525,4.77115e-06
1354,2.81524,4.75309e-06
1355,2.81523,4.7351e-06
1356,2.81521,4.71717e-06
1357,2.8152,4.69931e-06
1358,2.81519,4.68152e-06
1359,2.81517,4.66379e-06
1360,2.81516,4.64613e-06
1361,2.81515,4.62853e-06
1362,2.81513,4.611e-06
1363,2.81512,4.59354e-06
1364,2.81511,4.57614e-06
1365,2.8151,4.55881e-06
1366,2.81508,4.54154e-06
1367,2.81507,4.52434e-06
1368,2.81506,4.5072e-06
1369,2.81504,4.49013e-06
1370,2.81503,4.47312e-06
1371,2.81502,4.45617e-06
1372,2.81501,4.43929e-06
1373,2.81499,4.42247e-06
1374,2.81498,4.40571e-06
1375,2.81497,4.38902e-06
1376,2.81496,4.37239e-06
1377,2.81495,4.35582e-06
1378,2.81493,4.33931e-06
1379,2.81492,4.32287e-06
1380,2.81491,4.30648e-06
1381,2.8149,4.29016e-06
1382,2.81488,4.2739e-06
1383,2.81487,4.2577e-06
1384,2.81486,4.24156e-06
1385,2.81485,4.22548e-06
1386,2.81484,4.20946e-06
1387,2.81483,4.1935e-06
1388,2.81481,4.1776e-06
1389,2.8148,4.16176e-06
1390,2.81479,4.14598e-06
1391,2.81478,4.13026e-06
1392,2.81477,4.1146e-06
1393,2.81476,4.099e-06
1394,2.81474,4.08345e-06
1395,2.81473,4.06797e-06
1396,2.81472,4.05254e-06
1397,2.81471,4.03717e-06
1398,2.8147,4.02185e-06
1399,2.81469,4.0066e-06
1400,2.81468,3.9914e-06
1401,2.81466,3.97626e-06
1402,2.81465,3.96117e-06
1403,2.81464,3.94615e-06
1404,2.81463,3.93117e-06
1405,2.81462,3.91626e-06
1406,2.81461,3.9014e-06
1407,2.8146,3.88659e-06
1408,2.81459,3.87185e-06
1409,2.81458,3.85715e-06
1410,2.81457,3.84252e-06
1411,2.81456,3.82793e-06
1412,2.81454,3.8134e-06
1413,2.81453,3.79893e-06
1414,2.81452,3.78451e-06
1415,2.81451,3.77014e-06
1416,2.8145,3.75583e-06
1417,2.81449,3.74157e-06
1418,2.81448,3.72737e-06
1419,2.81447,3.71322e-06
1420,2.81446,3.69912e-06
1421,2.81445,3.68507e-06
1422,2.81444,3.67108e-06
1423,2.81443,3.65714e-06
1424,2.81442,3.64325e-06
1425,2.81441,3.62942e-06
1426,2.8144,3.61563e-06
1427,2.81439,3.6019e-06
1428,2.81438,3.58822e-06
1429,2.81437,3.57459e-06
1430,2.81436,3.56101e-06
1431,2.81435,3.54749e-06
1432,2.81434,3.53401e-06
1433,2.81433,3.52058e-06
1434,2.81432,3.50721e-06
1435,2.81431,3.49388e-06
1436,2.8143,3.48061e-06
1437,2.81429,3.46738e-06
1438,2.81428,3.45421e-06
1439,2.81427,3.44108e-06
1440,2.81426,3.428e-06
1441,2.81425,3.41498e-06
1442,2.81424,3.402e-06
1443,2.81423,3.38907e-06
1444,2.81422,3.37618e-06
1445,2.81421,3.36335e-06
1446,2.8142,3.35056e-06
1447,2.81419,3.33783e-06
1448,2.81418,3.32514e-06
1449,2.81417,3.3125e-06
1450,2.81417,3.2999e-06
1451,2.81416,3.28735e-06
1452,2.81415,3.27485e-06
1453,2.81414,3.2624e-06
1454,2.81413,3.25e-06
1455,2.81412,3.23764e-06
1456,2.81411,3.22532e-06
1457,2.8141,3.21305e-06
1458,2.81409,3.20083e-06
1459,2.81408,3.18866e-06
1460,2.81407,3.17653e-06
1461,2.81407,3.16445e-06
1462,2.81406,3.15241e-06
1463,2.81405,3.14041e-06
1464,2.81404,3.12847e-06
1465,2.81403,3.11656e-06
1466,2.81402,3.1047e-06
1467,2.81401,3.09289e-06
1468,2.814,3.08112e-06
1469,2.814,3.06939e-06
1470,2.81399,3.05771e-06
1471,2.81398,3.04608e-06
1472,2.81397,3.03448e-06
1473,2.81396,3.02293e-06
1474,2.81395,3.01142e-06
1475,2.81394,2.99996e-06
1476,2.81394,2.98854e-06
1477,2.81393,2.97716e-06
1478,2.81392,2.96583e-06
1479,2.81391,2.95454e-06
1480,2.8139,2.94329e-06
1481,2.81389,2.93208e-06
1482,2.81389,2.92091e-06
1483,2.81388,2.90979e-06
1484,2.81387,2.89871e-06
1485,2.81386,2.88767e-06
1486,2.81385,2.87667e-06
1487,2.81385,2.86571e-06
1488,2.81384,2.8548e-06
1489,2.81383,2.84392e-06
1490,2.81382,2.83309e-06
1491,2.81381,2.82229e-06
1492,2.81381,2.81154e-06
1493,2.8138,2.80083e-06
1494,2.81379,2.79016e-06
1495,2.81378,2.77952e-06
1496,2.81377,2.76893e-06
1497,2.81377,2.75838e-06
1498,2.81376,2.74787e-06
1499,2.81375,2.73739e-06
1500,2.81374,2.72696e-06
1501,2.81374,2.71657e-06
1502,2.81373,2.70621e-06
1503,2.81372,2.69589e-06
1504,2.81371,2.68562e-06
1505,2.81371,2.67538e-06
1506,2.8137,2.66518e-06
1507,2.81369,2.65502e-06
1508,2.81368,2.64489e-06
1509,2.81368,2.63481e-06
1510,2.81367,2.62476e-06
1511,2.81366,2.61475e-06
1512,2.81365,2.60478e-06
1513,2.81365,2.59484e-06
1514,2.81364,2.58494e-06
1515,2.81363,2.57508e-06
1516,2.81362,2.56526e-06
1517,2.81362,2.55547e-06
1518,2.81361,2.54572e-06
1519,2.8136,2.53601e-06
1520,2.8136,2.52634e-06
1521,2.81359,2.5167e-06
1522,2.81358,2.50709e-06
1523,2.81357,2.49753e-06
1524,2.81357,2.48799e-06
1525,2.81356,2.4785e-06
1526,2.81355,2.46904e-06
1527,2.81355,2.45961e-06
1528,2.81354,2.45023e-06
1529,2.81353,2.44087e-06
1530,2.81353,2.43155e-06
1531,2.81352,2.42227e-06
1532,2.81351,2.41302e-06
1533,2.81351,2.40381e-06
1534,2.8135,2.39463e-06
1535,2.81349,2.38549e-06
1536,2.81349,2.37638e-06
1537,2.81348,2.3673e-06
1538,2.81347,2.35826e-06
1539,2.81347,2.34925e-06
1540,2.81346,2.34028e-06
1541,2.81345,2.33134e-06
1542,2.81345,2.32244e-06
1543,2.81344,2.31356e-06
1544,2.81343,2.30472e-06
1545,2.81343,2.29592e-06
1546,2.81342,2.28715e-06
1547,2.81341,2.27841e-06
1548,2.81341,2.2697e-06
1549,2.8134,2.26103e-06
1550,2.81339,2.25239e-06
1551,2.81339,2.24378e-06
1552,2.81338,2.2352e-06
1553,2.81338,2.22666e-06
1554,2.81337,2.21815e-06
1555,2.81336,2.20967e-06
1556,2.81336,2.20122e-06
1557,2.81335,2.1928e-06
1558,2.81335,2.18442e-06
1559,2.81334,2.17607e-06
1560,2.81333,2.16775e-06
1561,2.81333,2.15946e-06
1562,2.81332,2.1512e-06
1563,2.81331,2.14297e-06
1564,2.81331,2.13477e-06
1565,2.8133,2.12661e-06
1566,2.8133,2.11847e-06
1567,2.81329,2.11037e-06
1568,2.81328,2.1023e-06
1569,2.81328,2.09425e-06
1570,2.81327,2.08624e-06
1571,2.81327,2.07826e-06
1572,2.81326,2.07031e-06
1573,2.81326,2.06238e-06
1574,2.81325,2.05449e-06
1575,2.81324,2.04663e-06
1576,2.81324,2.0388e-06
1577,2.81323,2.03099e-06
1578,2.81323,2.02322e-06
1579,2.81322,2.01547e-06
1580,2.81322,2.00776e-06
1581,2.81321,2.00007e-06
1582,2.8132,1.99241e-06
1583,2.8132,1.98478e-06
1584,2.81319,1.97718e-06
1585,2.81319,1.96961e-06
1586,2.81318,1.96207e-06
1587,2.81318,1.95455e-06
1588,2.81317,1.94707e-06
1589,2.81317,1.93961e-06
1590,2.81316,1.93218e-06
1591,2.81315,1.92478e-06
1592,2.81315,1.91741e-06
1593,2.81314,1.91006e-06
1594,2.81314,1.90274e-06
1595,2.81313,1.89545e-06
1596,2.81313,1.88819e-06
1597,2.81312,1.88095e-06
1598,2.81312,1.87374e-06
1599,2.81311,1.86656e-06
1600,2.81311,1.85941e-06
1601,2.8131,1.85228e-06
1602,2.8131,1.84518e-06
1603,2.81309,1.83811e-06
1604,2.81309,1.83106e-06
1605,2.81308,1.82404e-06
1606,2.81308,1.81704e-06
1607,2.81307,1.81008e-06
1608,2.81307,1.80314e-06
1609,2.81306,1.79622e-06
1610,2.81306,1.78933e-06
1611,2.81305,1.78247e-06
1612,2.81305,1.77563e-06
1613,2.81304,1.76882e-06
1614,2.81304,1.76204e-06
1615,2.81303,1.75528e-06
1616,2.81303,1.74854e-06
1617,2.81302,1.74183e-06
1618,2.81302,1.73515e-06
1619,2.81301,1.72849e-06
1620,2.81301,1.72186e-06
1621,2.813,1.71525e-06
1622,2.813,1.70867e-06
1623,2.81299,1.70211e-06
1624,2.81299,1.69557e-06
1625,2.81298,1.68907e-06
1626,2.81298,1.68258e-06
1627,2.81297,1.67612e-06
1628,2.81297,1.66969e-06
1629,2.81296,1.66327e-06
1630,2.81296,1.65689e-06
1631,2.81295,1.65052e-06
1632,2.81295,1.64419e-06
1633,2.81295,1.63787e-06
1634,2.81294,1.63158e-06
1635,2.81294,1.62531e-06
1636,2.81293,1.61907e-06
1637,2.81293,1.61285e-06
1638,2.81292,1.60665e-06
1639,2.81292,1.60048e-06
1640,2.81291,1.59433e-06
1641,2.81291,1.5882e-06
1642,2.8129,1.5821e-06
1643,2.8129,1.57602e-06
1644,2.8129,1.56996e-06
1645,2.81289,1.56393e-06
1646,2.81289,1.55791e-06
1647,2.81288,1.55193e-06
1648,2.81288,1.54596e-06
1649,2.81287,1.54002e-06
1650,2.81287,1.53409e-06
1651,2.81287,1.5282e-06
1652,2.81286,1.52232e-06
1653,2.81286,1.51646e-06
1654,2.81285,1.51063e-06
1655,2.81285,1.50482e-06
1656,2.81284,1.49903e-06
1657,2.81284,1.49327e-06
1658,2.81284,1.48752e-06
1659,2.81283,1.4818e-06
1660,2.81283,1.4761e-06
1661,2.81282,1.47042e-06
1662,2.81282,1.46476e-06
1663,2.81282,1.45912e-06
1664,2.81281,1.45351e-06
1665,2.81281,1.44791e-06
1666,2.8128,1.44234e-06
1667,2.8128,1.43679e-06
1668,2.81279,1.43126e-06
1669,2.81279,1.42574e-06
1670,2.81279,1.42026e-06
1671,2.81278,1.41479e-06
1672,2.81278,1.40934e-06
1673,2.81277,1.40391e-06
1674,2.81277,1.3985e-06
1675,2.81277,1.39312e-06
1676,2.81276,1.38775e-06
1677,2.81276,1.38241e-06
1678,2.81276,1.37708e-06
1679,2.81275,1.37178e-06
1680,2.81275,1.36649e-06
1681,2.81274,1.36122e-06
1682,2.81274,1.35598e-06
1683,2.81274,1.35075e-06
1684,2.81273,1.34555e-06
1685,2.81273,1.34036e-06
1686,2.81272,1.33519e-06
1687,2.81272,1.33005e-06
1688,2.81272,1.32492e-06
1689,2.81271,1.31981e-06
1690,2.81271,1.31472e-06
1691,2.81271,1.30965e-06
1692,2.8127,1.3046e-06
1693,2.8127,1.29957e-06
1694,2.8127,1.29456e-06
1695,2.81269,1.28957e-06
1696,2.81269,1.28459e-06
1697,2.81268,1.27964e-06
1698,2.81268,1.2747e-06
1699,2.81268,1.26978e-06
1700,2.81267,1.26488e-06
1701,2.81267,1.26e-06
1702,2.81267,1.25514e-06
1703,2.81266,1.2503e-06
1704,2.81266,1.24547e-06
1705,2.81266,1.24066e-06
1706,2.81265,1.23587e-06
1707,2.81265,1.2311e-06
1708,2.81265,1.22635e-06
1709,2.81264,1.22162e-06
1710,2.81264,1.2169e-06
1711,2.81264,1.2122e-06
1712,2.81263,1.20752e-06
1713,2.81263,1.20285e-06
1714,2.81263,1.19821e-06
1715,2.81262,1.19358e-06
1716,2.81262,1.18897e-06
1717,2.81262,1.18438e-06
1718,2.81261,1.1798e-06
1719,2.81261,1.17524e-06
1720,2.81261,1.1707e-06
1721,2.8126,1.16618e-06
1722,2.8126,1.16167e-06
1723,2.8126,1.15718e-06
1724,2.81259,1.15271e-06
1725,2.81259,1.14825e-06
1726,2.81259,1.14381e-06
1727,2.81258,1.13939e-06
1728,2.81258,1.13498e-06
1729,2.81258,1.13059e-06
1730,2.81257,1.12622e-06
1731,2.81257,1.12187e-06
1732,2.81257,1.11753e-06
1733,2.81256,1.1132e-06
1734,2.81256,1.1089e-06
1735,2.81256,1.10461e-06
1736,2.81255,1.10033e-06
1737,2.81255,1.09608e-06
1738,2.81255,1.09184e-06
1739,2.81255,1.08761e-06
1740,2.81254,1.0834e-06
1741,2.81254,1.07921e-06
1742,2.81254,1.07503e-06
1743,2.81253,1.07087e-06
1744,2.81253,1.06672e-06
1745,2.81253,1.06259e-06
1746,2.81252,1.05848e-06
1747,2.81252,1.05438e-06
1748,2.81252,1.0503e-06
1749,2.81252,1.04623e-06
1750,2.81251,1.04218e-06
1751,2.81251,1.03814e-06
1752,2.81251,1.03412e-06
1753,2.8125,1.03011e-06
1754,2.8125,1.02612e-06
1755,2.8125,1.02214e-06
1756,2.8125,1.01818e-06
1757,2.81249,1.01424e-06
1758,2.81249,1.01031e-06
1759,2.81249,1.00639e-06
1760,2.81248,1.00249e-06
1761,2.81248,9.98603e-07
1762,2.81248,9.94732e-07
1763,2.81248,9.90875e-07
1764,2.81247,9.87033e-07
1765,2.81247,9.83205e-07
1766,2.81247,9.79392e-07
1767,2.81246,9.75593e-07
1768,2.81246,9.71809e-07
1769,2.81246,9.68039e-07
1770,2.81246,9.64283e-07
1771,2.81245,9.60542e-07
1772,2.81245,9.56815e-07
1773,2.81245,9.53102e-07
1774,2.81245,9.49403e-07
1775,2.81244,9.45718e-07
1776,2.81244,9.42047e-07
1777,2.81244,9.3839e-07
1778,2.81243,9.34747e-07
1779,2.81243,9.31118e-07
1780,2.81243,9.27502e-07
1781,2.81243,9.239e-07
1782,2.81242,9.20312e-07
1783,2.81242,9.16738e-07
1784,2.81242,9.13177e-07
1785,2.81242,9.0963e-07
1786,2.81241,9.06096e-07
1787,2.81241,9.02576e-07
1788,2.81241,8.99069e-07
1789,2.81241,8.95575e-07
1790,2.8124,8.92095e-07
1791,2.8124,8.88627e-07
1792,2.8124,8.85173e-07
1793,2.8124,8.81732e-07
1794,2.81239,8.78305e-07
1795,2.81239,8.7489e-07
1796,2.81239,8.71488e-07
1797,2.81239,8.68099e-07
1798,2.81238,8.64723e-07
1799,2.81238,8.6136e-07
1800,2.81238,8.58009e-07
1801,2.81238,8.54672e-07
1802,2.81237,8.51347e-07
1803,2.81237,8.48034e-07
1804,2.81237,8.44735e-07
1805,2.81237,8.41447e-07
1806,2.81237,8.38173e-07
1807,2.81236,8.3491e-07
1808,2.81236,8.31661e-07
1809,2.81236,8.28423e-07
1810,2.81236,8.25198e-07
1811,2.81235,8.21985e-07
1812,2.81235,8.18784e-07
1813,2.81235,8.15596e-07
1814,2.81235,8.12419e-07
1815,2.81234,8.09255e-07
1816,2.81234,8.06103e-07
1817,2.81234,8.02962e-07
1818,2.81234,7.99834e-07
1819,2.81234,7.96718e-07
1820,2.81233,7.93613e-07
1821,2.81233,7.9052e-07
1822,2.81233,7.87439e-07
1823,2.81233,7.8437e-07
1824,2.81232,7.81312e-07
1825,2.81232,7.78266e-07
1826,2.81232,7.75232e-07
1827,2.81232,7.72209e-07
1828,2.81232,7.69198e-07
1829,2.81231,7.66198e-07
1830,2.81231,7.63209e-07
1831,2.81231,7.60232e-07
1832,2.81231,7.57266e-07
1833,2.8123,7.54312e-07
1834,2.8123,7.51369e-07
1835,2.8123,7.48437e-07
1836,2.8123,7.45516e-07
1837,2.8123,7.42606e-07
1838,2.81229,7.39708e-07
1839,2.81229,7.3682e-07
1840,2.81229,7.33943e-07
1841,2.81229,7.31078e-07
1842,2.81229,7.28223e-07
1843,2.81228,7.25379e-07
1844,2.81228,7.22546e-07
1845,2.81228,7.19724e-07
1846,2.81228,7.16912e-07
1847,2.81228,7.14111e-07
1848,2.81227,7.11321e-07
1849,2.81227,7.08542e-07
1850,2.81227,7.05773e-07
1851,2.81227,7.03014e-07
1852,2.81227,7.00266e-07
1853,2.81226,6.97529e-07
1854,2.81226,6.94802e-07
1855,2.81226,6.92086e-07
1856,2.81226,6.89379e-07
1857,2.81226,6.86683e-07
1858,2.81225,6.83998e-07
1859,2.81225,6.81322e-07
1860,2.81225,6.78657e-07
1861,2.81225,6.76002e-07
1862,2.81225,6.73357e-07
1863,2.81225,6.70722e-07
1864,2.81224,6.68098e-07
1865,2.81224,6.65483e-07
1866,2.81224,6.62878e-07
1867,2.81224,6.60283e-07
1868,2.81224,6.57698e-07
1869,2.81223,6.55123e-07
1870,2.81223,6.52558e-07
1871,2.81223,6.50002e-07
